trade,equity
12984,-3164.0
12985,-3165.0
12986,-3164.0
12987,-3163.0
12988,-3162.0
12989,-3161.0
12990,-3160.0
12991,-3159.0
12992,-3158.0
12993,-3157.0
12994,-3156.0
12995,-3155.0
12996,-3154.0
12997,-3153.0
12998,-3152.0
12999,-3151.0
13000,-3152.0
13001,-3153.0
13002,-3154.0
13003,-3155.0
13004,-3156.0
13005,-3157.0
13006,-3158.0
13007,-3159.0
13008,-3160.0
13009,-3161.0
13010,-3162.0
13011,-3163.0
13012,-3162.0
13013,-3161.0
13014,-3162.0
13015,-3163.0
13016,-3162.0
13017,-3163.0
13018,-3164.0
13019,-3165.0
13020,-3166.0
13021,-3167.0
13022,-3168.0
13023,-3169.0
13024,-3170.0
13025,-3171.0
13026,-3172.0
13027,-3173.0
13028,-3174.0
13029,-3175.0
13030,-3176.0
13031,-3177.0
13032,-3178.0
13033,-3179.0
13034,-3180.0
13035,-3181.0
13036,-3182.0
13037,-3183.0
13038,-3184.0
13039,-3185.0
13040,-3186.0
13041,-3187.0
13042,-3188.0
13043,-3189.0
13044,-3190.0
13045,-3191.0
13046,-3192.0
13047,-3193.0
13048,-3194.0
13049,-3195.0
13050,-3196.0
13051,-3197.0
13052,-3198.0
13053,-3199.0
13054,-3200.0
13055,-3201.0
13056,-3202.0
13057,-3203.0
13058,-3204.0
13059,-3205.0
13060,-3206.0
13061,-3207.0
13062,-3208.0
13063,-3209.0
13064,-3210.0
13065,-3211.0
13066,-3212.0
13067,-3213.0
13068,-3214.0
13069,-3215.0
13070,-3216.0
13071,-3217.0
13072,-3218.0
13073,-3219.0
13074,-3220.0
13075,-3221.0
13076,-3220.0
13077,-3219.0
13078,-3220.0
13079,-3221.0
13080,-3220.0
13081,-3219.0
13082,-3218.0
13083,-3217.0
13084,-3218.0
13085,-3219.0
13086,-3220.0
13087,-3221.0
13088,-3222.0
13089,-3223.0
13090,-3224.0
13091,-3225.0
13092,-3226.0
13093,-3227.0
13094,-3228.0
13095,-3229.0
13096,-3230.0
13097,-3231.0
13098,-3232.0
13099,-3233.0
13100,-3234.0
13101,-3235.0
13102,-3236.0
13103,-3237.0
13104,-3238.0
13105,-3239.0
13106,-3240.0
13107,-3241.0
13108,-3242.0
13109,-3243.0
13110,-3244.0
13111,-3245.0
13112,-3246.0
13113,-3247.0
13114,-3248.0
13115,-3249.0
13116,-3250.0
13117,-3251.0
13118,-3252.0
13119,-3253.0
13120,-3254.0
13121,-3255.0
13122,-3256.0
13123,-3257.0
13124,-3256.0
13125,-3255.0
13126,-3256.0
13127,-3257.0
13128,-3258.0
13129,-3259.0
13130,-3260.0
13131,-3261.0
13132,-3262.0
13133,-3263.0
13134,-3264.0
13135,-3265.0
13136,-3266.0
13137,-3267.0
13138,-3266.0
13139,-3265.0
13140,-3264.0
13141,-3263.0
13142,-3264.0
13143,-3265.0
13144,-3266.0
13145,-3267.0
13146,-3268.0
13147,-3269.0
13148,-3270.0
13149,-3271.0
13150,-3272.0
13151,-3273.0
13152,-3274.0
13153,-3275.0
13154,-3276.0
13155,-3277.0
13156,-3278.0
13157,-3279.0
13158,-3280.0
13159,-3281.0
13160,-3282.0
13161,-3283.0
13162,-3284.0
13163,-3285.0
13164,-3286.0
13165,-3287.0
13166,-3288.0
13167,-3289.0
13168,-3290.0
13169,-3291.0
13170,-3292.0
13171,-3293.0
13172,-3292.0
13173,-3291.0
13174,-3290.0
13175,-3289.0
13176,-3290.0
13177,-3291.0
13178,-3292.0
13179,-3293.0
13180,-3292.0
13181,-3291.0
13182,-3290.0
13183,-3289.0
13184,-3288.0
13185,-3287.0
13186,-3286.0
13187,-3285.0
13188,-3286.0
13189,-3287.0
13190,-3288.0
13191,-3289.0
13192,-3288.0
13193,-3287.0
13194,-3288.0
13195,-3289.0
13196,-3290.0
13197,-3291.0
13198,-3292.0
13199,-3293.0
13200,-3294.0
13201,-3295.0
13202,-3296.0
13203,-3297.0
13204,-3298.0
13205,-3299.0
13206,-3298.0
13207,-3297.0
13208,-3298.0
13209,-3299.0
13210,-3300.0
13211,-3301.0
13212,-3302.0
13213,-3303.0
13214,-3304.0
13215,-3305.0
13216,-3306.0
13217,-3307.0
13218,-3308.0
13219,-3309.0
13220,-3310.0
13221,-3311.0
13222,-3312.0
13223,-3313.0
13224,-3314.0
13225,-3315.0
13226,-3316.0
13227,-3317.0
13228,-3318.0
13229,-3319.0
13230,-3320.0
13231,-3321.0
13232,-3322.0
13233,-3323.0
13234,-3322.0
13235,-3321.0
13236,-3322.0
13237,-3323.0
13238,-3324.0
13239,-3325.0
13240,-3326.0
13241,-3327.0
13242,-3328.0
13243,-3329.0
13244,-3330.0
13245,-3331.0
13246,-3332.0
13247,-3333.0
13248,-3334.0
13249,-3335.0
13250,-3336.0
13251,-3337.0
13252,-3338.0
13253,-3339.0
13254,-3340.0
13255,-3341.0
13256,-3342.0
13257,-3343.0
13258,-3344.0
13259,-3345.0
13260,-3346.0
13261,-3347.0
13262,-3348.0
13263,-3349.0
13264,-3350.0
13265,-3351.0
13266,-3352.0
13267,-3353.0
13268,-3354.0
13269,-3355.0
13270,-3356.0
13271,-3357.0
13272,-3358.0
13273,-3359.0
13274,-3358.0
13275,-3357.0
13276,-3356.0
13277,-3355.0
13278,-3354.0
13279,-3353.0
13280,-3352.0
13281,-3351.0
13282,-3350.0
13283,-3349.0
13284,-3350.0
13285,-3351.0
13286,-3350.0
13287,-3349.0
13288,-3348.0
13289,-3347.0
13290,-3346.0
13291,-3345.0
13292,-3344.0
13293,-3345.0
13294,-3344.0
13295,-3343.0
13296,-3342.0
13297,-3341.0
13298,-3340.0
13299,-3339.0
13300,-3340.0
13301,-3341.0
13302,-3342.0
13303,-3343.0
13304,-3344.0
13305,-3345.0
13306,-3346.0
13307,-3347.0
13308,-3348.0
13309,-3349.0
13310,-3350.0
13311,-3351.0
13312,-3352.0
13313,-3353.0
13314,-3354.0
13315,-3355.0
13316,-3356.0
13317,-3357.0
13318,-3358.0
13319,-3359.0
13320,-3360.0
13321,-3361.0
13322,-3362.0
13323,-3363.0
13324,-3362.0
13325,-3361.0
13326,-3362.0
13327,-3363.0
13328,-3364.0
13329,-3365.0
13330,-3366.0
13331,-3367.0
13332,-3366.0
13333,-3365.0
13334,-3364.0
13335,-3363.0
13336,-3362.0
13337,-3361.0
13338,-3360.0
13339,-3359.0
13340,-3358.0
13341,-3357.0
13342,-3356.0
13343,-3355.0
13344,-3354.0
13345,-3353.0
13346,-3354.0
13347,-3355.0
13348,-3356.0
13349,-3357.0
13350,-3358.0
13351,-3359.0
13352,-3360.0
13353,-3361.0
13354,-3362.0
13355,-3363.0
13356,-3362.0
13357,-3361.0
13358,-3360.0
13359,-3359.0
13360,-3360.0
13361,-3361.0
13362,-3360.0
13363,-3359.0
13364,-3358.0
13365,-3357.0
13366,-3358.0
13367,-3359.0
13368,-3360.0
13369,-3361.0
13370,-3362.0
13371,-3363.0
13372,-3364.0
13373,-3365.0
13374,-3366.0
13375,-3367.0
13376,-3368.0
13377,-3369.0
13378,-3368.0
13379,-3367.0
13380,-3366.0
13381,-3365.0
13382,-3366.0
13383,-3367.0
13384,-3368.0
13385,-3369.0
13386,-3368.0
13387,-3367.0
13388,-3366.0
13389,-3365.0
13390,-3364.0
13391,-3363.0
13392,-3362.0
13393,-3361.0
13394,-3360.0
13395,-3359.0
13396,-3358.0
13397,-3357.0
13398,-3356.0
13399,-3355.0
13400,-3356.0
13401,-3357.0
13402,-3358.0
13403,-3359.0
13404,-3360.0
13405,-3361.0
13406,-3362.0
13407,-3363.0
13408,-3364.0
13409,-3365.0
13410,-3366.0
13411,-3367.0
13412,-3368.0
13413,-3369.0
13414,-3370.0
13415,-3371.0
13416,-3372.0
13417,-3373.0
13418,-3374.0
13419,-3375.0
13420,-3374.0
13421,-3373.0
13422,-3374.0
13423,-3375.0
13424,-3374.0
13425,-3373.0
13426,-3372.0
13427,-3371.0
13428,-3372.0
13429,-3373.0
13430,-3374.0
13431,-3375.0
13432,-3376.0
13433,-3377.0
13434,-3378.0
13435,-3379.0
13436,-3380.0
13437,-3381.0
13438,-3382.0
13439,-3383.0
13440,-3384.0
13441,-3385.0
13442,-3386.0
13443,-3387.0
13444,-3388.0
13445,-3389.0
13446,-3390.0
13447,-3391.0
13448,-3392.0
13449,-3393.0
13450,-3394.0
13451,-3395.0
13452,-3396.0
13453,-3397.0
13454,-3398.0
13455,-3399.0
13456,-3400.0
13457,-3401.0
13458,-3402.0
13459,-3403.0
13460,-3402.0
13461,-3401.0
13462,-3402.0
13463,-3403.0
13464,-3404.0
13465,-3405.0
13466,-3406.0
13467,-3407.0
13468,-3408.0
13469,-3409.0
13470,-3410.0
13471,-3411.0
13472,-3412.0
13473,-3413.0
13474,-3412.0
13475,-3411.0
13476,-3412.0
13477,-3413.0
13478,-3414.0
13479,-3415.0
13480,-3416.0
13481,-3417.0
13482,-3418.0
13483,-3419.0
13484,-3418.0
13485,-3417.0
13486,-3418.0
13487,-3419.0
13488,-3420.0
13489,-3421.0
13490,-3422.0
13491,-3423.0
13492,-3424.0
13493,-3425.0
13494,-3426.0
13495,-3427.0
13496,-3426.0
13497,-3425.0
13498,-3424.0
13499,-3423.0
13500,-3424.0
13501,-3425.0
13502,-3426.0
13503,-3427.0
13504,-3426.0
13505,-3425.0
13506,-3424.0
13507,-3423.0
13508,-3422.0
13509,-3421.0
13510,-3420.0
13511,-3419.0
13512,-3420.0
13513,-3421.0
13514,-3422.0
13515,-3423.0
13516,-3424.0
13517,-3425.0
13518,-3426.0
13519,-3427.0
13520,-3428.0
13521,-3429.0
13522,-3430.0
13523,-3431.0
13524,-3432.0
13525,-3433.0
13526,-3434.0
13527,-3435.0
13528,-3436.0
13529,-3437.0
13530,-3438.0
13531,-3439.0
13532,-3440.0
13533,-3441.0
13534,-3442.0
13535,-3443.0
13536,-3444.0
13537,-3445.0
13538,-3446.0
13539,-3447.0
13540,-3448.0
13541,-3449.0
13542,-3450.0
13543,-3451.0
13544,-3452.0
13545,-3453.0
13546,-3454.0
13547,-3455.0
13548,-3456.0
13549,-3457.0
13550,-3456.0
13551,-3455.0
13552,-3454.0
13553,-3453.0
13554,-3454.0
13555,-3455.0
13556,-3456.0
13557,-3457.0
13558,-3456.0
13559,-3455.0
13560,-3454.0
13561,-3453.0
13562,-3452.0
13563,-3451.0
13564,-3450.0
13565,-3449.0
13566,-3448.0
13567,-3447.0
13568,-3446.0
13569,-3445.0
13570,-3444.0
13571,-3443.0
13572,-3444.0
13573,-3445.0
13574,-3446.0
13575,-3447.0
13576,-3448.0
13577,-3449.0
13578,-3450.0
13579,-3451.0
13580,-3452.0
13581,-3453.0
13582,-3454.0
13583,-3455.0
13584,-3456.0
13585,-3457.0
13586,-3458.0
13587,-3459.0
13588,-3460.0
13589,-3461.0
13590,-3460.0
13591,-3459.0
13592,-3458.0
13593,-3457.0
13594,-3456.0
13595,-3455.0
13596,-3454.0
13597,-3453.0
13598,-3452.0
13599,-3451.0
13600,-3450.0
13601,-3449.0
13602,-3448.0
13603,-3447.0
13604,-3446.0
13605,-3445.0
13606,-3446.0
13607,-3447.0
13608,-3446.0
13609,-3445.0
13610,-3444.0
13611,-3443.0
13612,-3442.0
13613,-3441.0
13614,-3440.0
13615,-3439.0
13616,-3440.0
13617,-3441.0
13618,-3442.0
13619,-3443.0
13620,-3442.0
13621,-3441.0
13622,-3440.0
13623,-3439.0
13624,-3440.0
13625,-3441.0
13626,-3442.0
13627,-3443.0
13628,-3442.0
13629,-3441.0
13630,-3442.0
13631,-3443.0
13632,-3442.0
13633,-3441.0
13634,-3440.0
13635,-3439.0
13636,-3438.0
13637,-3437.0
13638,-3438.0
13639,-3439.0
13640,-3440.0
13641,-3441.0
13642,-3442.0
13643,-3443.0
13644,-3442.0
13645,-3441.0
13646,-3442.0
13647,-3443.0
13648,-3442.0
13649,-3443.0
13650,-3444.0
13651,-3445.0
13652,-3446.0
13653,-3447.0
13654,-3448.0
13655,-3449.0
13656,-3450.0
13657,-3451.0
13658,-3452.0
13659,-3453.0
13660,-3454.0
13661,-3455.0
13662,-3456.0
13663,-3457.0
13664,-3458.0
13665,-3459.0
13666,-3460.0
13667,-3461.0
13668,-3462.0
13669,-3463.0
13670,-3462.0
13671,-3461.0
13672,-3462.0
13673,-3463.0
13674,-3464.0
13675,-3465.0
13676,-3466.0
13677,-3467.0
13678,-3466.0
13679,-3465.0
13680,-3466.0
13681,-3467.0
13682,-3468.0
13683,-3469.0
13684,-3470.0
13685,-3471.0
13686,-3472.0
13687,-3473.0
13688,-3474.0
13689,-3475.0
13690,-3476.0
13691,-3477.0
13692,-3476.0
13693,-3475.0
13694,-3474.0
13695,-3473.0
13696,-3472.0
13697,-3471.0
13698,-3470.0
13699,-3469.0
13700,-3468.0
13701,-3467.0
13702,-3466.0
13703,-3465.0
13704,-3464.0
13705,-3463.0
13706,-3462.0
13707,-3461.0
13708,-3460.0
13709,-3459.0
13710,-3458.0
13711,-3457.0
13712,-3456.0
13713,-3455.0
13714,-3454.0
13715,-3453.0
13716,-3454.0
13717,-3455.0
13718,-3456.0
13719,-3457.0
13720,-3458.0
13721,-3459.0
13722,-3460.0
13723,-3461.0
13724,-3462.0
13725,-3463.0
13726,-3464.0
13727,-3465.0
13728,-3466.0
13729,-3467.0
13730,-3468.0
13731,-3469.0
13732,-3470.0
13733,-3471.0
13734,-3472.0
13735,-3473.0
13736,-3472.0
13737,-3471.0
13738,-3470.0
13739,-3469.0
13740,-3468.0
13741,-3467.0
13742,-3466.0
13743,-3465.0
13744,-3466.0
13745,-3467.0
13746,-3466.0
13747,-3465.0
13748,-3464.0
13749,-3463.0
13750,-3464.0
13751,-3465.0
13752,-3464.0
13753,-3463.0
13754,-3462.0
13755,-3461.0
13756,-3462.0
13757,-3463.0
13758,-3462.0
13759,-3461.0
13760,-3460.0
13761,-3459.0
13762,-3458.0
13763,-3457.0
13764,-3456.0
13765,-3455.0
13766,-3454.0
13767,-3453.0
13768,-3452.0
13769,-3451.0
13770,-3450.0
13771,-3449.0
13772,-3450.0
13773,-3451.0
13774,-3452.0
13775,-3453.0
13776,-3452.0
13777,-3451.0
13778,-3452.0
13779,-3453.0
13780,-3454.0
13781,-3455.0
13782,-3456.0
13783,-3457.0
13784,-3456.0
13785,-3455.0
13786,-3456.0
13787,-3457.0
13788,-3456.0
13789,-3455.0
13790,-3456.0
13791,-3457.0
13792,-3458.0
13793,-3459.0
13794,-3460.0
13795,-3461.0
13796,-3462.0
13797,-3463.0
13798,-3464.0
13799,-3465.0
13800,-3466.0
13801,-3467.0
13802,-3468.0
13803,-3469.0
13804,-3470.0
13805,-3471.0
13806,-3472.0
13807,-3473.0
13808,-3474.0
13809,-3475.0
13810,-3476.0
13811,-3477.0
13812,-3478.0
13813,-3479.0
13814,-3480.0
13815,-3481.0
13816,-3482.0
13817,-3483.0
13818,-3482.0
13819,-3481.0
13820,-3480.0
13821,-3479.0
13822,-3480.0
13823,-3481.0
13824,-3482.0
13825,-3483.0
13826,-3482.0
13827,-3481.0
13828,-3482.0
13829,-3483.0
13830,-3484.0
13831,-3485.0
13832,-3486.0
13833,-3487.0
13834,-3486.0
13835,-3485.0
13836,-3486.0
13837,-3487.0
13838,-3488.0
13839,-3489.0
13840,-3488.0
13841,-3487.0
13842,-3488.0
13843,-3489.0
13844,-3490.0
13845,-3491.0
13846,-3492.0
13847,-3493.0
13848,-3492.0
13849,-3491.0
13850,-3490.0
13851,-3489.0
13852,-3488.0
13853,-3487.0
13854,-3486.0
13855,-3485.0
13856,-3484.0
13857,-3483.0
13858,-3482.0
13859,-3481.0
13860,-3480.0
13861,-3479.0
13862,-3478.0
13863,-3477.0
13864,-3476.0
13865,-3475.0
13866,-3474.0
13867,-3473.0
13868,-3472.0
13869,-3471.0
13870,-3470.0
13871,-3469.0
13872,-3470.0
13873,-3471.0
13874,-3472.0
13875,-3473.0
13876,-3474.0
13877,-3475.0
13878,-3476.0
13879,-3477.0
13880,-3478.0
13881,-3479.0
13882,-3478.0
13883,-3477.0
13884,-3476.0
13885,-3475.0
13886,-3474.0
13887,-3473.0
13888,-3472.0
13889,-3471.0
13890,-3470.0
13891,-3469.0
13892,-3468.0
13893,-3467.0
13894,-3466.0
13895,-3465.0
13896,-3464.0
13897,-3463.0
13898,-3462.0
13899,-3461.0
13900,-3460.0
13901,-3459.0
13902,-3458.0
13903,-3457.0
13904,-3456.0
13905,-3455.0
13906,-3454.0
13907,-3453.0
13908,-3454.0
13909,-3455.0
13910,-3454.0
13911,-3453.0
13912,-3452.0
13913,-3451.0
13914,-3452.0
13915,-3453.0
13916,-3454.0
13917,-3455.0
13918,-3456.0
13919,-3457.0
13920,-3458.0
13921,-3459.0
13922,-3460.0
13923,-3461.0
13924,-3462.0
13925,-3463.0
13926,-3464.0
13927,-3465.0
13928,-3466.0
13929,-3467.0
13930,-3466.0
13931,-3465.0
13932,-3464.0
13933,-3463.0
13934,-3462.0
13935,-3461.0
13936,-3460.0
13937,-3459.0
13938,-3460.0
13939,-3461.0
13940,-3462.0
13941,-3463.0
13942,-3464.0
13943,-3465.0
13944,-3466.0
13945,-3467.0
13946,-3468.0
13947,-3469.0
13948,-3470.0
13949,-3471.0
13950,-3472.0
13951,-3473.0
13952,-3474.0
13953,-3475.0
13954,-3476.0
13955,-3477.0
13956,-3478.0
13957,-3479.0
13958,-3480.0
13959,-3481.0
13960,-3482.0
13961,-3483.0
13962,-3484.0
13963,-3485.0
13964,-3484.0
13965,-3483.0
13966,-3484.0
13967,-3485.0
13968,-3484.0
13969,-3483.0
13970,-3482.0
13971,-3481.0
13972,-3480.0
13973,-3479.0
13974,-3478.0
13975,-3477.0
13976,-3476.0
13977,-3475.0
13978,-3474.0
13979,-3473.0
13980,-3474.0
13981,-3475.0
13982,-3476.0
13983,-3477.0
13984,-3478.0
13985,-3479.0
13986,-3480.0
13987,-3481.0
13988,-3482.0
13989,-3483.0
13990,-3484.0
13991,-3485.0
13992,-3486.0
13993,-3487.0
13994,-3488.0
13995,-3489.0
13996,-3490.0
13997,-3491.0
13998,-3490.0
13999,-3489.0
14000,-3490.0
14001,-3491.0
14002,-3492.0
14003,-3493.0
14004,-3494.0
14005,-3495.0
14006,-3496.0
14007,-3497.0
14008,-3498.0
14009,-3499.0
14010,-3500.0
14011,-3501.0
14012,-3502.0
14013,-3503.0
14014,-3504.0
14015,-3505.0
14016,-3504.0
14017,-3503.0
14018,-3504.0
14019,-3505.0
14020,-3504.0
14021,-3503.0
14022,-3504.0
14023,-3505.0
14024,-3506.0
14025,-3507.0
14026,-3508.0
14027,-3509.0
14028,-3510.0
14029,-3511.0
14030,-3512.0
14031,-3513.0
14032,-3514.0
14033,-3515.0
14034,-3516.0
14035,-3517.0
14036,-3516.0
14037,-3515.0
14038,-3514.0
14039,-3513.0
14040,-3514.0
14041,-3515.0
14042,-3516.0
14043,-3517.0
14044,-3518.0
14045,-3519.0
14046,-3520.0
14047,-3521.0
14048,-3522.0
14049,-3523.0
14050,-3522.0
14051,-3521.0
14052,-3522.0
14053,-3523.0
14054,-3522.0
14055,-3521.0
14056,-3522.0
14057,-3523.0
14058,-3522.0
14059,-3521.0
14060,-3520.0
14061,-3519.0
14062,-3520.0
14063,-3521.0
14064,-3522.0
14065,-3523.0
14066,-3524.0
14067,-3525.0
14068,-3526.0
14069,-3527.0
14070,-3528.0
14071,-3529.0
14072,-3530.0
14073,-3531.0
14074,-3530.0
14075,-3529.0
14076,-3528.0
14077,-3527.0
14078,-3526.0
14079,-3525.0
14080,-3526.0
14081,-3527.0
14082,-3528.0
14083,-3529.0
14084,-3530.0
14085,-3531.0
14086,-3530.0
14087,-3529.0
14088,-3528.0
14089,-3527.0
14090,-3526.0
14091,-3525.0
14092,-3524.0
14093,-3523.0
14094,-3524.0
14095,-3525.0
14096,-3526.0
14097,-3527.0
14098,-3528.0
14099,-3529.0
14100,-3530.0
14101,-3531.0
14102,-3532.0
14103,-3533.0
14104,-3532.0
14105,-3531.0
14106,-3532.0
14107,-3533.0
14108,-3534.0
14109,-3535.0
14110,-3536.0
14111,-3537.0
14112,-3538.0
14113,-3539.0
14114,-3540.0
14115,-3541.0
14116,-3542.0
14117,-3543.0
14118,-3544.0
14119,-3545.0
14120,-3546.0
14121,-3547.0
14122,-3548.0
14123,-3549.0
14124,-3550.0
14125,-3551.0
14126,-3552.0
14127,-3553.0
14128,-3554.0
14129,-3555.0
14130,-3556.0
14131,-3557.0
14132,-3558.0
14133,-3559.0
14134,-3558.0
14135,-3557.0
14136,-3556.0
14137,-3555.0
14138,-3554.0
14139,-3553.0
14140,-3552.0
14141,-3551.0
14142,-3550.0
14143,-3549.0
14144,-3548.0
14145,-3547.0
14146,-3546.0
14147,-3545.0
14148,-3544.0
14149,-3543.0
14150,-3542.0
14151,-3541.0
14152,-3542.0
14153,-3543.0
14154,-3542.0
14155,-3541.0
14156,-3540.0
14157,-3539.0
14158,-3540.0
14159,-3541.0
14160,-3542.0
14161,-3543.0
14162,-3544.0
14163,-3543.0
14164,-3544.0
14165,-3545.0
14166,-3544.0
14167,-3543.0
14168,-3544.0
14169,-3545.0
14170,-3546.0
14171,-3547.0
14172,-3548.0
14173,-3549.0
14174,-3550.0
14175,-3551.0
14176,-3552.0
14177,-3553.0
14178,-3552.0
14179,-3551.0
14180,-3550.0
14181,-3549.0
14182,-3548.0
14183,-3547.0
14184,-3546.0
14185,-3545.0
14186,-3546.0
14187,-3547.0
14188,-3548.0
14189,-3549.0
14190,-3550.0
14191,-3551.0
14192,-3552.0
14193,-3553.0
14194,-3554.0
14195,-3555.0
14196,-3556.0
14197,-3557.0
14198,-3558.0
14199,-3557.0
14200,-3558.0
14201,-3559.0
14202,-3560.0
14203,-3561.0
14204,-3562.0
14205,-3563.0
14206,-3564.0
14207,-3565.0
14208,-3566.0
14209,-3567.0
14210,-3568.0
14211,-3569.0
14212,-3570.0
14213,-3571.0
14214,-3572.0
14215,-3573.0
14216,-3574.0
14217,-3575.0
14218,-3576.0
14219,-3577.0
14220,-3578.0
14221,-3579.0
14222,-3580.0
14223,-3581.0
14224,-3580.0
14225,-3581.0
14226,-3582.0
14227,-3583.0
14228,-3582.0
14229,-3581.0
14230,-3580.0
14231,-3579.0
14232,-3578.0
14233,-3577.0
14234,-3576.0
14235,-3575.0
14236,-3576.0
14237,-3577.0
14238,-3576.0
14239,-3575.0
14240,-3576.0
14241,-3577.0
14242,-3578.0
14243,-3579.0
14244,-3580.0
14245,-3581.0
14246,-3582.0
14247,-3583.0
14248,-3582.0
14249,-3581.0
14250,-3582.0
14251,-3583.0
14252,-3584.0
14253,-3585.0
14254,-3586.0
14255,-3587.0
14256,-3588.0
14257,-3589.0
14258,-3590.0
14259,-3591.0
14260,-3592.0
14261,-3593.0
14262,-3594.0
14263,-3595.0
14264,-3596.0
14265,-3597.0
14266,-3598.0
14267,-3599.0
14268,-3600.0
14269,-3601.0
14270,-3602.0
14271,-3603.0
14272,-3604.0
14273,-3605.0
14274,-3606.0
14275,-3607.0
14276,-3608.0
14277,-3609.0
14278,-3610.0
14279,-3611.0
14280,-3612.0
14281,-3613.0
14282,-3614.0
14283,-3615.0
14284,-3616.0
14285,-3617.0
14286,-3618.0
14287,-3619.0
14288,-3620.0
14289,-3621.0
14290,-3620.0
14291,-3619.0
14292,-3620.0
14293,-3621.0
14294,-3622.0
14295,-3623.0
14296,-3624.0
14297,-3625.0
14298,-3626.0
14299,-3627.0
14300,-3628.0
14301,-3629.0
14302,-3630.0
14303,-3631.0
14304,-3632.0
14305,-3633.0
14306,-3632.0
14307,-3631.0
14308,-3630.0
14309,-3629.0
14310,-3630.0
14311,-3631.0
14312,-3632.0
14313,-3633.0
14314,-3634.0
14315,-3635.0
14316,-3636.0
14317,-3635.0
14318,-3636.0
14319,-3637.0
14320,-3636.0
14321,-3635.0
14322,-3636.0
14323,-3637.0
14324,-3638.0
14325,-3639.0
14326,-3640.0
14327,-3641.0
14328,-3642.0
14329,-3643.0
14330,-3644.0
14331,-3645.0
14332,-3646.0
14333,-3647.0
14334,-3646.0
14335,-3645.0
14336,-3646.0
14337,-3647.0
14338,-3646.0
14339,-3645.0
14340,-3644.0
14341,-3643.0
14342,-3642.0
14343,-3641.0
14344,-3640.0
14345,-3639.0
14346,-3638.0
14347,-3637.0
14348,-3638.0
14349,-3639.0
14350,-3640.0
14351,-3641.0
14352,-3642.0
14353,-3643.0
14354,-3644.0
14355,-3645.0
14356,-3646.0
14357,-3647.0
14358,-3648.0
14359,-3649.0
14360,-3648.0
14361,-3647.0
14362,-3648.0
14363,-3649.0
14364,-3650.0
14365,-3651.0
14366,-3652.0
14367,-3653.0
14368,-3654.0
14369,-3655.0
14370,-3656.0
14371,-3657.0
14372,-3658.0
14373,-3659.0
14374,-3660.0
14375,-3661.0
14376,-3662.0
14377,-3663.0
14378,-3664.0
14379,-3665.0
14380,-3666.0
14381,-3667.0
14382,-3668.0
14383,-3669.0
14384,-3670.0
14385,-3671.0
14386,-3672.0
14387,-3673.0
14388,-3674.0
14389,-3675.0
14390,-3676.0
14391,-3677.0
14392,-3678.0
14393,-3679.0
14394,-3680.0
14395,-3681.0
14396,-3682.0
14397,-3683.0
14398,-3684.0
14399,-3685.0
14400,-3686.0
14401,-3687.0
14402,-3688.0
14403,-3689.0
14404,-3690.0
14405,-3691.0
14406,-3692.0
14407,-3693.0
14408,-3694.0
14409,-3695.0
14410,-3696.0
14411,-3697.0
14412,-3698.0
14413,-3699.0
14414,-3700.0
14415,-3701.0
14416,-3702.0
14417,-3703.0
14418,-3702.0
14419,-3701.0
14420,-3700.0
14421,-3699.0
14422,-3698.0
14423,-3697.0
14424,-3698.0
14425,-3699.0
14426,-3698.0
14427,-3697.0
14428,-3696.0
14429,-3695.0
14430,-3694.0
14431,-3693.0
14432,-3694.0
14433,-3695.0
14434,-3696.0
14435,-3697.0
14436,-3698.0
14437,-3699.0
14438,-3698.0
14439,-3697.0
14440,-3696.0
14441,-3695.0
14442,-3694.0
14443,-3693.0
14444,-3692.0
14445,-3691.0
14446,-3690.0
14447,-3689.0
14448,-3688.0
14449,-3687.0
14450,-3686.0
14451,-3685.0
14452,-3686.0
14453,-3687.0
14454,-3688.0
14455,-3689.0
14456,-3688.0
14457,-3689.0
14458,-3690.0
14459,-3691.0
14460,-3692.0
14461,-3693.0
14462,-3694.0
14463,-3695.0
14464,-3696.0
14465,-3697.0
14466,-3698.0
14467,-3699.0
14468,-3700.0
14469,-3701.0
14470,-3702.0
14471,-3703.0
14472,-3704.0
14473,-3705.0
14474,-3706.0
14475,-3707.0
14476,-3706.0
14477,-3705.0
14478,-3706.0
14479,-3707.0
14480,-3708.0
14481,-3709.0
14482,-3710.0
14483,-3711.0
14484,-3712.0
14485,-3713.0
14486,-3714.0
14487,-3715.0
14488,-3716.0
14489,-3717.0
14490,-3716.0
14491,-3715.0
14492,-3714.0
14493,-3713.0
14494,-3712.0
14495,-3711.0
14496,-3710.0
14497,-3709.0
14498,-3708.0
14499,-3707.0
14500,-3706.0
14501,-3705.0
14502,-3706.0
14503,-3707.0
14504,-3706.0
14505,-3705.0
14506,-3706.0
14507,-3707.0
14508,-3708.0
14509,-3709.0
14510,-3708.0
14511,-3707.0
14512,-3706.0
14513,-3705.0
14514,-3706.0
14515,-3707.0
14516,-3708.0
14517,-3709.0
14518,-3710.0
14519,-3711.0
14520,-3712.0
14521,-3713.0
14522,-3714.0
14523,-3715.0
14524,-3716.0
14525,-3717.0
14526,-3718.0
14527,-3719.0
14528,-3720.0
14529,-3721.0
14530,-3722.0
14531,-3723.0
14532,-3722.0
14533,-3721.0
14534,-3722.0
14535,-3723.0
14536,-3724.0
14537,-3725.0
