trade,equity
87457,-26175.0
87458,-26176.0
87459,-26177.0
87460,-26178.0
87461,-26179.0
87462,-26180.0
87463,-26181.0
87464,-26182.0
87465,-26183.0
87466,-26184.0
87467,-26185.0
87468,-26186.0
87469,-26187.0
87470,-26188.0
87471,-26189.0
87472,-26190.0
87473,-26191.0
87474,-26192.0
87475,-26193.0
87476,-26194.0
87477,-26195.0
87478,-26196.0
87479,-26197.0
87480,-26198.0
87481,-26199.0
87482,-26198.0
87483,-26197.0
87484,-26196.0
87485,-26195.0
87486,-26194.0
87487,-26193.0
87488,-26192.0
87489,-26191.0
87490,-26192.0
87491,-26193.0
87492,-26194.0
87493,-26195.0
87494,-26196.0
87495,-26197.0
87496,-26198.0
87497,-26199.0
87498,-26200.0
87499,-26201.0
87500,-26202.0
87501,-26203.0
87502,-26204.0
87503,-26205.0
87504,-26206.0
87505,-26207.0
87506,-26208.0
87507,-26209.0
87508,-26208.0
87509,-26207.0
87510,-26206.0
87511,-26205.0
87512,-26206.0
87513,-26207.0
87514,-26206.0
87515,-26207.0
87516,-26208.0
87517,-26209.0
87518,-26208.0
87519,-26207.0
87520,-26206.0
87521,-26205.0
87522,-26206.0
87523,-26207.0
87524,-26208.0
87525,-26209.0
87526,-26210.0
87527,-26211.0
87528,-26212.0
87529,-26213.0
87530,-26214.0
87531,-26215.0
87532,-26216.0
87533,-26217.0
87534,-26218.0
87535,-26219.0
87536,-26220.0
87537,-26221.0
87538,-26222.0
87539,-26223.0
87540,-26224.0
87541,-26225.0
87542,-26224.0
87543,-26223.0
87544,-26224.0
87545,-26225.0
87546,-26226.0
87547,-26227.0
87548,-26228.0
87549,-26229.0
87550,-26230.0
87551,-26231.0
87552,-26232.0
87553,-26233.0
87554,-26234.0
87555,-26235.0
87556,-26236.0
87557,-26237.0
87558,-26238.0
87559,-26239.0
87560,-26240.0
87561,-26241.0
87562,-26242.0
87563,-26243.0
87564,-26242.0
87565,-26243.0
87566,-26242.0
87567,-26241.0
87568,-26242.0
87569,-26243.0
87570,-26244.0
87571,-26245.0
87572,-26246.0
87573,-26247.0
87574,-26248.0
87575,-26249.0
87576,-26250.0
87577,-26251.0
87578,-26252.0
87579,-26253.0
87580,-26254.0
87581,-26255.0
87582,-26256.0
87583,-26257.0
87584,-26258.0
87585,-26259.0
87586,-26260.0
87587,-26261.0
87588,-26262.0
87589,-26263.0
87590,-26264.0
87591,-26265.0
87592,-26266.0
87593,-26267.0
87594,-26268.0
87595,-26269.0
87596,-26270.0
87597,-26271.0
87598,-26272.0
87599,-26273.0
87600,-26274.0
87601,-26275.0
87602,-26276.0
87603,-26277.0
87604,-26276.0
87605,-26275.0
87606,-26276.0
87607,-26277.0
87608,-26278.0
87609,-26279.0
87610,-26278.0
87611,-26277.0
87612,-26276.0
87613,-26275.0
87614,-26274.0
87615,-26273.0
87616,-26272.0
87617,-26271.0
87618,-26270.0
87619,-26269.0
87620,-26270.0
87621,-26271.0
87622,-26270.0
87623,-26269.0
87624,-26270.0
87625,-26271.0
87626,-26270.0
87627,-26269.0
87628,-26270.0
87629,-26271.0
87630,-26272.0
87631,-26273.0
87632,-26274.0
87633,-26275.0
87634,-26276.0
87635,-26277.0
87636,-26278.0
87637,-26279.0
87638,-26280.0
87639,-26281.0
87640,-26282.0
87641,-26283.0
87642,-26284.0
87643,-26285.0
87644,-26286.0
87645,-26287.0
87646,-26288.0
87647,-26289.0
87648,-26290.0
87649,-26291.0
87650,-26292.0
87651,-26293.0
87652,-26294.0
87653,-26295.0
87654,-26296.0
87655,-26297.0
87656,-26298.0
87657,-26299.0
87658,-26300.0
87659,-26301.0
87660,-26302.0
87661,-26303.0
87662,-26304.0
87663,-26303.0
87664,-26304.0
87665,-26305.0
87666,-26306.0
87667,-26307.0
87668,-26308.0
87669,-26309.0
87670,-26308.0
87671,-26307.0
87672,-26306.0
87673,-26305.0
87674,-26304.0
87675,-26303.0
87676,-26302.0
87677,-26301.0
87678,-26300.0
87679,-26299.0
87680,-26300.0
87681,-26301.0
87682,-26302.0
87683,-26303.0
87684,-26304.0
87685,-26305.0
87686,-26306.0
87687,-26307.0
87688,-26308.0
87689,-26309.0
87690,-26310.0
87691,-26311.0
87692,-26312.0
87693,-26313.0
87694,-26314.0
87695,-26315.0
87696,-26316.0
87697,-26317.0
87698,-26318.0
87699,-26319.0
87700,-26320.0
87701,-26321.0
87702,-26322.0
87703,-26323.0
87704,-26324.0
87705,-26323.0
87706,-26322.0
87707,-26321.0
87708,-26322.0
87709,-26323.0
87710,-26324.0
87711,-26325.0
87712,-26326.0
87713,-26327.0
87714,-26328.0
87715,-26329.0
87716,-26330.0
87717,-26331.0
87718,-26332.0
87719,-26333.0
87720,-26334.0
87721,-26335.0
87722,-26336.0
87723,-26337.0
87724,-26338.0
87725,-26339.0
87726,-26340.0
87727,-26341.0
87728,-26342.0
87729,-26343.0
87730,-26344.0
87731,-26345.0
87732,-26346.0
87733,-26347.0
87734,-26346.0
87735,-26345.0
87736,-26346.0
87737,-26347.0
87738,-26348.0
87739,-26349.0
87740,-26350.0
87741,-26351.0
87742,-26352.0
87743,-26353.0
87744,-26352.0
87745,-26351.0
87746,-26350.0
87747,-26349.0
87748,-26348.0
87749,-26347.0
87750,-26346.0
87751,-26347.0
87752,-26348.0
87753,-26349.0
87754,-26350.0
87755,-26351.0
87756,-26352.0
87757,-26353.0
87758,-26352.0
87759,-26351.0
87760,-26350.0
87761,-26349.0
87762,-26350.0
87763,-26351.0
87764,-26350.0
87765,-26349.0
87766,-26348.0
87767,-26347.0
87768,-26346.0
87769,-26345.0
87770,-26344.0
87771,-26343.0
87772,-26344.0
87773,-26345.0
87774,-26346.0
87775,-26347.0
87776,-26348.0
87777,-26349.0
87778,-26350.0
87779,-26351.0
87780,-26350.0
87781,-26349.0
87782,-26348.0
87783,-26347.0
87784,-26348.0
87785,-26349.0
87786,-26350.0
87787,-26351.0
87788,-26352.0
87789,-26353.0
87790,-26354.0
87791,-26353.0
87792,-26354.0
87793,-26355.0
87794,-26356.0
87795,-26357.0
87796,-26356.0
87797,-26355.0
87798,-26354.0
87799,-26353.0
87800,-26354.0
87801,-26355.0
87802,-26354.0
87803,-26353.0
87804,-26352.0
87805,-26351.0
87806,-26350.0
87807,-26349.0
87808,-26348.0
87809,-26347.0
87810,-26346.0
87811,-26345.0
87812,-26344.0
87813,-26343.0
87814,-26342.0
87815,-26341.0
87816,-26340.0
87817,-26339.0
87818,-26338.0
87819,-26337.0
87820,-26336.0
87821,-26335.0
87822,-26334.0
87823,-26333.0
87824,-26332.0
87825,-26331.0
87826,-26330.0
87827,-26329.0
87828,-26330.0
87829,-26331.0
87830,-26330.0
87831,-26329.0
87832,-26328.0
87833,-26327.0
87834,-26326.0
87835,-26325.0
87836,-26324.0
87837,-26323.0
87838,-26322.0
87839,-26321.0
87840,-26320.0
87841,-26319.0
87842,-26318.0
87843,-26317.0
87844,-26318.0
87845,-26319.0
87846,-26320.0
87847,-26321.0
87848,-26322.0
87849,-26323.0
87850,-26324.0
87851,-26325.0
87852,-26326.0
87853,-26327.0
87854,-26328.0
87855,-26329.0
87856,-26330.0
87857,-26331.0
87858,-26330.0
87859,-26329.0
87860,-26328.0
87861,-26327.0
87862,-26326.0
87863,-26325.0
87864,-26324.0
87865,-26323.0
87866,-26322.0
87867,-26321.0
87868,-26322.0
87869,-26323.0
87870,-26324.0
87871,-26323.0
87872,-26322.0
87873,-26321.0
87874,-26320.0
87875,-26319.0
87876,-26318.0
87877,-26317.0
87878,-26318.0
87879,-26319.0
87880,-26320.0
87881,-26321.0
87882,-26322.0
87883,-26323.0
87884,-26322.0
87885,-26321.0
87886,-26320.0
87887,-26319.0
87888,-26318.0
87889,-26317.0
87890,-26316.0
87891,-26315.0
87892,-26316.0
87893,-26317.0
87894,-26318.0
87895,-26319.0
87896,-26318.0
87897,-26317.0
87898,-26316.0
87899,-26315.0
87900,-26314.0
87901,-26313.0
87902,-26312.0
87903,-26311.0
87904,-26310.0
87905,-26309.0
87906,-26308.0
87907,-26307.0
87908,-26306.0
87909,-26305.0
87910,-26304.0
87911,-26303.0
87912,-26304.0
87913,-26305.0
87914,-26306.0
87915,-26307.0
87916,-26308.0
87917,-26309.0
87918,-26310.0
87919,-26311.0
87920,-26310.0
87921,-26309.0
87922,-26308.0
87923,-26307.0
87924,-26308.0
87925,-26309.0
87926,-26310.0
87927,-26311.0
87928,-26312.0
87929,-26313.0
87930,-26314.0
87931,-26315.0
87932,-26314.0
87933,-26313.0
87934,-26312.0
87935,-26311.0
87936,-26310.0
87937,-26309.0
87938,-26308.0
87939,-26307.0
87940,-26308.0
87941,-26309.0
87942,-26310.0
87943,-26311.0
87944,-26310.0
87945,-26309.0
87946,-26308.0
87947,-26307.0
87948,-26306.0
87949,-26305.0
87950,-26304.0
87951,-26303.0
87952,-26304.0
87953,-26305.0
87954,-26306.0
87955,-26307.0
87956,-26308.0
87957,-26309.0
87958,-26308.0
87959,-26307.0
87960,-26308.0
87961,-26309.0
87962,-26310.0
87963,-26311.0
87964,-26310.0
87965,-26309.0
87966,-26308.0
87967,-26307.0
87968,-26308.0
87969,-26309.0
87970,-26308.0
87971,-26307.0
87972,-26306.0
87973,-26305.0
87974,-26306.0
87975,-26307.0
87976,-26308.0
87977,-26309.0
87978,-26310.0
87979,-26311.0
87980,-26312.0
87981,-26313.0
87982,-26314.0
87983,-26315.0
87984,-26316.0
87985,-26317.0
87986,-26316.0
87987,-26315.0
87988,-26314.0
87989,-26313.0
87990,-26312.0
87991,-26311.0
87992,-26310.0
87993,-26309.0
87994,-26308.0
87995,-26307.0
87996,-26306.0
87997,-26305.0
87998,-26304.0
87999,-26303.0
88000,-26302.0
88001,-26301.0
88002,-26300.0
88003,-26299.0
88004,-26300.0
88005,-26301.0
88006,-26302.0
88007,-26303.0
88008,-26304.0
88009,-26305.0
88010,-26306.0
88011,-26307.0
88012,-26306.0
88013,-26305.0
88014,-26304.0
88015,-26303.0
88016,-26302.0
88017,-26301.0
88018,-26302.0
88019,-26303.0
88020,-26304.0
88021,-26305.0
88022,-26306.0
88023,-26307.0
88024,-26308.0
88025,-26307.0
88026,-26308.0
88027,-26309.0
88028,-26308.0
88029,-26307.0
88030,-26306.0
88031,-26305.0
88032,-26306.0
88033,-26307.0
88034,-26308.0
88035,-26309.0
88036,-26310.0
88037,-26311.0
88038,-26312.0
88039,-26313.0
88040,-26314.0
88041,-26315.0
88042,-26316.0
88043,-26317.0
88044,-26318.0
88045,-26319.0
88046,-26320.0
88047,-26321.0
88048,-26322.0
88049,-26323.0
88050,-26324.0
88051,-26325.0
88052,-26326.0
88053,-26327.0
88054,-26328.0
88055,-26329.0
88056,-26330.0
88057,-26331.0
88058,-26332.0
88059,-26333.0
88060,-26334.0
88061,-26335.0
88062,-26336.0
88063,-26337.0
88064,-26338.0
88065,-26339.0
88066,-26340.0
88067,-26341.0
88068,-26342.0
88069,-26343.0
88070,-26342.0
88071,-26341.0
88072,-26342.0
88073,-26343.0
88074,-26344.0
88075,-26345.0
88076,-26346.0
88077,-26347.0
88078,-26346.0
88079,-26345.0
88080,-26346.0
88081,-26347.0
88082,-26348.0
88083,-26349.0
88084,-26350.0
88085,-26351.0
88086,-26350.0
88087,-26349.0
88088,-26350.0
88089,-26351.0
88090,-26352.0
88091,-26353.0
88092,-26354.0
88093,-26355.0
88094,-26354.0
88095,-26353.0
88096,-26352.0
88097,-26351.0
88098,-26350.0
88099,-26349.0
88100,-26348.0
88101,-26347.0
88102,-26346.0
88103,-26345.0
88104,-26344.0
88105,-26343.0
88106,-26344.0
88107,-26345.0
88108,-26346.0
88109,-26347.0
88110,-26348.0
88111,-26349.0
88112,-26350.0
88113,-26351.0
88114,-26352.0
88115,-26353.0
88116,-26354.0
88117,-26355.0
88118,-26356.0
88119,-26357.0
88120,-26358.0
88121,-26359.0
88122,-26360.0
88123,-26361.0
88124,-26362.0
88125,-26363.0
88126,-26364.0
88127,-26365.0
88128,-26366.0
88129,-26367.0
88130,-26368.0
88131,-26369.0
88132,-26370.0
88133,-26371.0
88134,-26372.0
88135,-26373.0
88136,-26374.0
88137,-26375.0
88138,-26376.0
88139,-26377.0
88140,-26378.0
88141,-26379.0
88142,-26380.0
88143,-26381.0
88144,-26382.0
88145,-26383.0
88146,-26384.0
88147,-26385.0
88148,-26384.0
88149,-26383.0
88150,-26384.0
88151,-26385.0
88152,-26386.0
88153,-26387.0
88154,-26388.0
88155,-26389.0
88156,-26388.0
88157,-26387.0
88158,-26386.0
88159,-26385.0
88160,-26384.0
88161,-26383.0
88162,-26382.0
88163,-26381.0
88164,-26380.0
88165,-26379.0
88166,-26380.0
88167,-26381.0
88168,-26380.0
88169,-26379.0
88170,-26378.0
88171,-26377.0
88172,-26376.0
88173,-26375.0
88174,-26376.0
88175,-26377.0
88176,-26376.0
88177,-26375.0
88178,-26374.0
88179,-26373.0
88180,-26372.0
88181,-26371.0
88182,-26372.0
88183,-26373.0
88184,-26372.0
88185,-26371.0
88186,-26370.0
88187,-26369.0
88188,-26368.0
88189,-26367.0
88190,-26366.0
88191,-26365.0
88192,-26364.0
88193,-26363.0
88194,-26362.0
88195,-26361.0
88196,-26360.0
88197,-26359.0
88198,-26360.0
88199,-26359.0
88200,-26360.0
88201,-26361.0
88202,-26362.0
88203,-26363.0
88204,-26362.0
88205,-26361.0
88206,-26360.0
88207,-26359.0
88208,-26358.0
88209,-26357.0
88210,-26358.0
88211,-26359.0
88212,-26360.0
88213,-26361.0
88214,-26360.0
88215,-26359.0
88216,-26358.0
88217,-26357.0
88218,-26356.0
88219,-26355.0
88220,-26356.0
88221,-26357.0
88222,-26358.0
88223,-26359.0
88224,-26360.0
88225,-26361.0
88226,-26362.0
88227,-26363.0
88228,-26364.0
88229,-26365.0
88230,-26366.0
88231,-26367.0
88232,-26368.0
88233,-26369.0
88234,-26368.0
88235,-26367.0
88236,-26366.0
88237,-26365.0
88238,-26364.0
88239,-26363.0
88240,-26362.0
88241,-26361.0
88242,-26360.0
88243,-26359.0
88244,-26358.0
88245,-26357.0
88246,-26358.0
88247,-26359.0
88248,-26360.0
88249,-26361.0
88250,-26362.0
88251,-26363.0
88252,-26362.0
88253,-26361.0
88254,-26362.0
88255,-26363.0
88256,-26362.0
88257,-26361.0
88258,-26360.0
88259,-26359.0
88260,-26360.0
88261,-26361.0
88262,-26362.0
88263,-26363.0
88264,-26364.0
88265,-26365.0
88266,-26366.0
88267,-26367.0
88268,-26368.0
88269,-26369.0
88270,-26370.0
88271,-26371.0
88272,-26372.0
88273,-26373.0
88274,-26372.0
88275,-26371.0
88276,-26370.0
88277,-26369.0
88278,-26368.0
88279,-26367.0
88280,-26366.0
88281,-26365.0
88282,-26364.0
88283,-26363.0
88284,-26362.0
88285,-26361.0
88286,-26362.0
88287,-26363.0
88288,-26364.0
88289,-26365.0
88290,-26366.0
88291,-26367.0
88292,-26368.0
88293,-26369.0
88294,-26370.0
88295,-26371.0
88296,-26372.0
88297,-26373.0
88298,-26374.0
88299,-26375.0
88300,-26374.0
88301,-26373.0
88302,-26372.0
88303,-26371.0
88304,-26370.0
88305,-26369.0
88306,-26368.0
88307,-26367.0
88308,-26366.0
88309,-26365.0
88310,-26364.0
88311,-26363.0
88312,-26362.0
88313,-26361.0
88314,-26360.0
88315,-26359.0
88316,-26360.0
88317,-26361.0
88318,-26360.0
88319,-26359.0
88320,-26360.0
88321,-26361.0
88322,-26360.0
88323,-26359.0
88324,-26360.0
88325,-26359.0
88326,-26360.0
88327,-26361.0
88328,-26362.0
88329,-26363.0
88330,-26362.0
88331,-26361.0
88332,-26360.0
88333,-26359.0
88334,-26358.0
88335,-26357.0
88336,-26356.0
88337,-26355.0
88338,-26354.0
88339,-26353.0
88340,-26354.0
88341,-26355.0
88342,-26356.0
88343,-26357.0
88344,-26356.0
88345,-26355.0
88346,-26356.0
88347,-26357.0
88348,-26358.0
88349,-26359.0
88350,-26360.0
88351,-26361.0
88352,-26362.0
88353,-26363.0
88354,-26364.0
88355,-26365.0
88356,-26366.0
88357,-26367.0
88358,-26368.0
88359,-26369.0
88360,-26370.0
88361,-26371.0
88362,-26372.0
88363,-26373.0
88364,-26372.0
88365,-26371.0
88366,-26370.0
88367,-26369.0
88368,-26370.0
88369,-26371.0
88370,-26372.0
88371,-26373.0
88372,-26374.0
88373,-26375.0
88374,-26376.0
88375,-26377.0
88376,-26378.0
88377,-26379.0
88378,-26380.0
88379,-26381.0
88380,-26382.0
88381,-26383.0
88382,-26384.0
88383,-26385.0
88384,-26386.0
88385,-26387.0
88386,-26388.0
88387,-26389.0
88388,-26390.0
88389,-26391.0
88390,-26392.0
88391,-26393.0
88392,-26392.0
88393,-26391.0
88394,-26390.0
88395,-26389.0
88396,-26388.0
88397,-26387.0
88398,-26388.0
88399,-26389.0
88400,-26390.0
88401,-26391.0
88402,-26390.0
88403,-26389.0
88404,-26390.0
88405,-26391.0
88406,-26392.0
88407,-26393.0
88408,-26394.0
88409,-26395.0
88410,-26396.0
88411,-26397.0
88412,-26398.0
88413,-26399.0
88414,-26400.0
88415,-26401.0
88416,-26402.0
88417,-26403.0
88418,-26402.0
88419,-26401.0
88420,-26402.0
88421,-26403.0
88422,-26402.0
88423,-26401.0
88424,-26400.0
88425,-26399.0
88426,-26400.0
88427,-26401.0
88428,-26402.0
88429,-26403.0
88430,-26402.0
88431,-26401.0
88432,-26400.0
88433,-26399.0
88434,-26400.0
88435,-26401.0
88436,-26402.0
88437,-26403.0
88438,-26404.0
88439,-26405.0
88440,-26404.0
88441,-26403.0
88442,-26404.0
88443,-26405.0
88444,-26406.0
88445,-26407.0
88446,-26408.0
88447,-26409.0
88448,-26408.0
88449,-26407.0
88450,-26406.0
88451,-26405.0
88452,-26404.0
88453,-26403.0
88454,-26402.0
88455,-26401.0
88456,-26400.0
88457,-26399.0
88458,-26398.0
88459,-26397.0
88460,-26396.0
88461,-26395.0
88462,-26394.0
88463,-26393.0
88464,-26392.0
88465,-26391.0
88466,-26390.0
88467,-26389.0
88468,-26390.0
88469,-26391.0
88470,-26390.0
88471,-26389.0
88472,-26388.0
88473,-26387.0
88474,-26388.0
88475,-26389.0
88476,-26390.0
88477,-26391.0
88478,-26392.0
88479,-26393.0
88480,-26394.0
88481,-26395.0
88482,-26396.0
88483,-26397.0
88484,-26396.0
88485,-26395.0
88486,-26394.0
88487,-26393.0
88488,-26392.0
88489,-26391.0
88490,-26392.0
88491,-26393.0
88492,-26392.0
88493,-26391.0
88494,-26392.0
88495,-26393.0
88496,-26394.0
88497,-26395.0
88498,-26396.0
88499,-26397.0
88500,-26398.0
88501,-26399.0
88502,-26400.0
88503,-26401.0
88504,-26402.0
88505,-26403.0
88506,-26404.0
88507,-26405.0
88508,-26406.0
88509,-26407.0
88510,-26408.0
88511,-26409.0
88512,-26410.0
88513,-26411.0
88514,-26412.0
88515,-26413.0
88516,-26414.0
88517,-26415.0
88518,-26416.0
88519,-26417.0
88520,-26418.0
88521,-26419.0
88522,-26420.0
88523,-26421.0
88524,-26422.0
88525,-26423.0
88526,-26424.0
88527,-26425.0
88528,-26424.0
88529,-26423.0
88530,-26424.0
88531,-26425.0
88532,-26426.0
88533,-26427.0
88534,-26428.0
88535,-26429.0
88536,-26430.0
88537,-26431.0
88538,-26430.0
88539,-26429.0
88540,-26430.0
88541,-26431.0
88542,-26432.0
88543,-26433.0
88544,-26434.0
88545,-26435.0
88546,-26436.0
88547,-26437.0
88548,-26438.0
88549,-26439.0
88550,-26440.0
88551,-26441.0
88552,-26442.0
88553,-26443.0
88554,-26444.0
88555,-26445.0
88556,-26446.0
88557,-26447.0
88558,-26448.0
88559,-26449.0
88560,-26450.0
88561,-26451.0
88562,-26452.0
88563,-26453.0
88564,-26454.0
88565,-26455.0
88566,-26456.0
88567,-26457.0
88568,-26458.0
88569,-26459.0
88570,-26460.0
88571,-26461.0
88572,-26460.0
88573,-26459.0
88574,-26458.0
88575,-26457.0
88576,-26458.0
88577,-26459.0
88578,-26458.0
88579,-26457.0
88580,-26456.0
88581,-26455.0
88582,-26456.0
88583,-26457.0
88584,-26458.0
88585,-26459.0
88586,-26460.0
88587,-26461.0
88588,-26462.0
88589,-26463.0
88590,-26464.0
88591,-26465.0
88592,-26466.0
88593,-26467.0
88594,-26468.0
88595,-26469.0
88596,-26470.0
88597,-26471.0
88598,-26472.0
88599,-26473.0
88600,-26474.0
88601,-26475.0
88602,-26476.0
88603,-26477.0
88604,-26478.0
88605,-26479.0
88606,-26480.0
88607,-26481.0
88608,-26480.0
88609,-26479.0
88610,-26478.0
88611,-26477.0
88612,-26478.0
88613,-26479.0
88614,-26480.0
88615,-26481.0
88616,-26482.0
88617,-26483.0
88618,-26484.0
88619,-26485.0
88620,-26486.0
88621,-26487.0
88622,-26488.0
88623,-26489.0
88624,-26490.0
88625,-26491.0
88626,-26492.0
88627,-26493.0
88628,-26494.0
88629,-26495.0
88630,-26496.0
88631,-26497.0
88632,-26498.0
88633,-26499.0
88634,-26500.0
88635,-26501.0
88636,-26502.0
88637,-26503.0
88638,-26504.0
88639,-26505.0
88640,-26506.0
88641,-26505.0
88642,-26504.0
88643,-26503.0
88644,-26504.0
88645,-26505.0
88646,-26504.0
88647,-26503.0
88648,-26502.0
88649,-26501.0
88650,-26500.0
88651,-26499.0
88652,-26498.0
88653,-26497.0
88654,-26498.0
88655,-26499.0
88656,-26500.0
88657,-26501.0
88658,-26502.0
88659,-26503.0
88660,-26504.0
88661,-26505.0
88662,-26506.0
88663,-26507.0
88664,-26508.0
88665,-26509.0
88666,-26510.0
88667,-26511.0
88668,-26512.0
88669,-26513.0
88670,-26514.0
88671,-26515.0
88672,-26516.0
88673,-26517.0
88674,-26516.0
88675,-26515.0
88676,-26514.0
88677,-26513.0
88678,-26512.0
88679,-26513.0
88680,-26512.0
88681,-26511.0
88682,-26510.0
88683,-26509.0
88684,-26508.0
88685,-26507.0
88686,-26508.0
88687,-26509.0
88688,-26510.0
88689,-26511.0
88690,-26512.0
88691,-26513.0
88692,-26514.0
88693,-26515.0
88694,-26516.0
88695,-26517.0
88696,-26518.0
88697,-26519.0
88698,-26520.0
88699,-26521.0
88700,-26522.0
88701,-26523.0
88702,-26524.0
88703,-26525.0
88704,-26524.0
88705,-26523.0
88706,-26524.0
88707,-26525.0
88708,-26526.0
88709,-26527.0
88710,-26528.0
88711,-26529.0
88712,-26530.0
88713,-26531.0
88714,-26532.0
88715,-26533.0
88716,-26534.0
88717,-26535.0
88718,-26536.0
88719,-26537.0
88720,-26538.0
88721,-26539.0
88722,-26538.0
88723,-26537.0
88724,-26538.0
88725,-26539.0
88726,-26538.0
88727,-26539.0
88728,-26538.0
88729,-26537.0
88730,-26538.0
88731,-26539.0
88732,-26540.0
88733,-26541.0
88734,-26540.0
88735,-26539.0
88736,-26538.0
88737,-26537.0
88738,-26536.0
88739,-26535.0
88740,-26534.0
88741,-26533.0
88742,-26532.0
88743,-26531.0
88744,-26532.0
88745,-26533.0
88746,-26534.0
88747,-26535.0
88748,-26534.0
88749,-26533.0
88750,-26532.0
88751,-26531.0
88752,-26532.0
88753,-26533.0
88754,-26534.0
88755,-26535.0
88756,-26536.0
88757,-26537.0
88758,-26538.0
88759,-26539.0
88760,-26540.0
88761,-26541.0
88762,-26540.0
88763,-26539.0
88764,-26540.0
88765,-26541.0
88766,-26542.0
88767,-26543.0
88768,-26542.0
88769,-26541.0
88770,-26542.0
88771,-26543.0
88772,-26542.0
88773,-26541.0
88774,-26540.0
88775,-26539.0
88776,-26540.0
88777,-26541.0
88778,-26542.0
88779,-26543.0
88780,-26544.0
88781,-26545.0
88782,-26546.0
88783,-26547.0
88784,-26548.0
88785,-26549.0
88786,-26550.0
88787,-26551.0
88788,-26552.0
88789,-26553.0
88790,-26554.0
88791,-26555.0
88792,-26556.0
88793,-26557.0
88794,-26558.0
88795,-26559.0
88796,-26560.0
88797,-26561.0
88798,-26562.0
88799,-26563.0
88800,-26564.0
88801,-26565.0
88802,-26566.0
88803,-26567.0
88804,-26566.0
88805,-26565.0
88806,-26564.0
88807,-26563.0
88808,-26562.0
88809,-26561.0
88810,-26562.0
88811,-26563.0
88812,-26564.0
88813,-26565.0
88814,-26566.0
88815,-26567.0
88816,-26568.0
88817,-26569.0
88818,-26568.0
88819,-26567.0
88820,-26566.0
88821,-26565.0
88822,-26564.0
88823,-26563.0
88824,-26564.0
88825,-26565.0
88826,-26564.0
88827,-26563.0
88828,-26562.0
88829,-26561.0
88830,-26562.0
88831,-26563.0
88832,-26564.0
88833,-26565.0
88834,-26566.0
88835,-26567.0
88836,-26568.0
88837,-26569.0
88838,-26570.0
88839,-26571.0
88840,-26572.0
88841,-26573.0
88842,-26572.0
88843,-26571.0
88844,-26570.0
88845,-26569.0
88846,-26568.0
88847,-26567.0
88848,-26568.0
88849,-26569.0
88850,-26570.0
88851,-26571.0
88852,-26572.0
88853,-26573.0
88854,-26574.0
88855,-26575.0
88856,-26576.0
88857,-26577.0
88858,-26576.0
88859,-26575.0
88860,-26576.0
88861,-26577.0
88862,-26578.0
88863,-26579.0
88864,-26578.0
88865,-26577.0
88866,-26578.0
88867,-26579.0
88868,-26580.0
88869,-26581.0
88870,-26582.0
88871,-26583.0
88872,-26584.0
88873,-26585.0
88874,-26586.0
88875,-26587.0
88876,-26588.0
88877,-26589.0
88878,-26590.0
88879,-26591.0
88880,-26592.0
88881,-26593.0
88882,-26594.0
88883,-26595.0
88884,-26596.0
88885,-26597.0
88886,-26598.0
88887,-26599.0
88888,-26600.0
88889,-26601.0
88890,-26602.0
88891,-26603.0
88892,-26602.0
88893,-26601.0
88894,-26602.0
88895,-26603.0
88896,-26604.0
88897,-26605.0
88898,-26606.0
88899,-26607.0
88900,-26608.0
88901,-26609.0
88902,-26610.0
88903,-26611.0
88904,-26612.0
88905,-26613.0
88906,-26614.0
88907,-26615.0
88908,-26616.0
88909,-26617.0
88910,-26618.0
88911,-26619.0
88912,-26618.0
88913,-26617.0
88914,-26616.0
88915,-26615.0
88916,-26616.0
88917,-26617.0
88918,-26616.0
88919,-26615.0
88920,-26614.0
88921,-26613.0
88922,-26614.0
88923,-26615.0
88924,-26616.0
88925,-26617.0
88926,-26618.0
88927,-26619.0
88928,-26620.0
88929,-26621.0
88930,-26622.0
88931,-26623.0
88932,-26624.0
88933,-26625.0
88934,-26626.0
88935,-26627.0
88936,-26628.0
88937,-26629.0
88938,-26628.0
88939,-26627.0
88940,-26626.0
88941,-26625.0
88942,-26624.0
88943,-26623.0
88944,-26624.0
88945,-26625.0
88946,-26626.0
88947,-26627.0
88948,-26628.0
88949,-26629.0
88950,-26630.0
88951,-26631.0
88952,-26630.0
88953,-26629.0
88954,-26628.0
88955,-26627.0
88956,-26628.0
88957,-26629.0
88958,-26630.0
88959,-26631.0
88960,-26630.0
88961,-26629.0
88962,-26628.0
88963,-26627.0
88964,-26628.0
88965,-26629.0
88966,-26630.0
88967,-26631.0
88968,-26630.0
88969,-26629.0
88970,-26628.0
88971,-26627.0
88972,-26628.0
88973,-26629.0
88974,-26630.0
88975,-26631.0
88976,-26630.0
88977,-26629.0
88978,-26630.0
88979,-26631.0
88980,-26630.0
88981,-26629.0
88982,-26628.0
88983,-26627.0
88984,-26626.0
88985,-26625.0
88986,-26624.0
88987,-26623.0
88988,-26622.0
88989,-26621.0
88990,-26620.0
88991,-26619.0
88992,-26620.0
88993,-26621.0
88994,-26620.0
88995,-26619.0
88996,-26618.0
88997,-26617.0
88998,-26616.0
88999,-26615.0
89000,-26614.0
89001,-26613.0
89002,-26614.0
89003,-26615.0
89004,-26616.0
89005,-26617.0
89006,-26618.0
89007,-26619.0
89008,-26620.0
89009,-26621.0
89010,-26622.0
