rows_total,accepted_rows,acceptance_rate,accuracy_all_rows,accuracy_on_accepted,pf_estimate_rr1,pred_Long,pred_Short,pred_None,real_Long,real_Short,real_None,source
8,7,0.875,0.25,0.285714,0.4,7,0,0,2,2,0,predictions_XAUUSD_Minute15_20250216.csv
164,138,0.841463,0.243902,0.253623,0.339806,0,138,0,34,35,0,predictions_XAUUSD_Minute15_20250217.csv
184,136,0.73913,0.217391,0.213235,0.271028,0,136,0,39,29,0,predictions_XAUUSD_Minute15_20250218.csv
184,132,0.717391,0.271739,0.25,0.333333,0,132,0,33,33,0,predictions_XAUUSD_Minute15_20250219.csv
184,114,0.619565,0.23913,0.254386,0.341176,0,114,0,28,29,0,predictions_XAUUSD_Minute15_20250220.csv
176,138,0.784091,0.232955,0.23913,0.314286,0,138,0,35,33,0,predictions_XAUUSD_Minute15_20250221.csv
8,0,0.0,0.25,0.0,0.0,0,0,0,0,0,0,predictions_XAUUSD_Minute15_20250223.csv
184,144,0.782609,0.255435,0.243056,0.321101,0,144,0,37,35,0,predictions_XAUUSD_Minute15_20250224.csv
184,144,0.782609,0.266304,0.236111,0.309091,36,108,0,36,36,0,predictions_XAUUSD_Minute15_20250225.csv
184,134,0.728261,0.25,0.276119,0.381443,0,134,0,30,37,0,predictions_XAUUSD_Minute15_20250226.csv
184,116,0.630435,0.26087,0.267241,0.364706,22,94,0,24,34,0,predictions_XAUUSD_Minute15_20250227.csv
176,75,0.426136,0.272727,0.32,0.470588,27,48,0,17,19,0,predictions_XAUUSD_Minute15_20250228.csv
8,5,0.625,0.375,0.4,0.666667,5,0,0,2,1,0,predictions_XAUUSD_Minute15_20250302.csv
184,130,0.706522,0.244565,0.238462,0.313131,0,130,0,34,31,0,predictions_XAUUSD_Minute15_20250303.csv
184,112,0.608696,0.26087,0.267857,0.365854,14,98,0,31,25,0,predictions_XAUUSD_Minute15_20250304.csv
184,134,0.728261,0.233696,0.238806,0.313725,36,98,0,33,34,0,predictions_XAUUSD_Minute15_20250305.csv
184,130,0.706522,0.266304,0.269231,0.368421,48,82,0,30,35,0,predictions_XAUUSD_Minute15_20250306.csv
176,131,0.744318,0.25,0.259542,0.350515,31,100,0,34,31,0,predictions_XAUUSD_Minute15_20250307.csv
16,7,0.4375,0.375,0.428571,0.75,7,0,0,3,1,0,predictions_XAUUSD_Minute15_20250309.csv
184,124,0.673913,0.222826,0.233871,0.305263,28,96,0,29,33,0,predictions_XAUUSD_Minute15_20250310.csv
184,126,0.684783,0.244565,0.214286,0.272727,0,126,0,36,27,0,predictions_XAUUSD_Minute15_20250311.csv
184,136,0.73913,0.228261,0.205882,0.259259,12,124,0,38,30,0,predictions_XAUUSD_Minute15_20250312.csv
184,140,0.76087,0.201087,0.2,0.25,14,126,0,42,26,0,predictions_XAUUSD_Minute15_20250313.csv
168,120,0.714286,0.238095,0.241667,0.318681,0,120,0,31,29,0,predictions_XAUUSD_Minute15_20250314.csv
16,3,0.1875,0.1875,0.333333,0.5,0,3,0,0,1,0,predictions_XAUUSD_Minute15_20250316.csv
184,149,0.809783,0.222826,0.234899,0.307018,0,149,0,40,35,0,predictions_XAUUSD_Minute15_20250317.csv
184,147,0.798913,0.217391,0.204082,0.25641,0,147,0,43,30,0,predictions_XAUUSD_Minute15_20250318.csv
184,184,1.0,0.244565,0.244565,0.323741,0,184,0,47,45,0,predictions_XAUUSD_Minute15_20250319.csv
184,158,0.858696,0.244565,0.253165,0.338983,0,158,0,38,40,0,predictions_XAUUSD_Minute15_20250320.csv
168,149,0.886905,0.285714,0.295302,0.419048,0,149,0,31,44,0,predictions_XAUUSD_Minute15_20250321.csv
16,7,0.4375,0.1875,0.285714,0.4,0,7,0,1,2,0,predictions_XAUUSD_Minute15_20250323.csv
184,158,0.858696,0.26087,0.265823,0.362069,0,158,0,36,42,0,predictions_XAUUSD_Minute15_20250324.csv
184,164,0.891304,0.23913,0.243902,0.322581,0,164,0,41,40,0,predictions_XAUUSD_Minute15_20250325.csv
184,184,1.0,0.25,0.25,0.333333,0,184,0,46,46,0,predictions_XAUUSD_Minute15_20250326.csv
184,123,0.668478,0.206522,0.195122,0.242424,0,123,0,38,24,0,predictions_XAUUSD_Minute15_20250327.csv
168,146,0.869048,0.238095,0.253425,0.33945,0,146,0,36,37,0,predictions_XAUUSD_Minute15_20250328.csv
16,9,0.5625,0.1875,0.222222,0.285714,0,9,0,1,2,0,predictions_XAUUSD_Minute15_20250330.csv
184,148,0.804348,0.228261,0.216216,0.275862,0,148,0,42,32,0,predictions_XAUUSD_Minute15_20250331.csv
184,149,0.809783,0.206522,0.201342,0.252101,0,149,0,44,30,0,predictions_XAUUSD_Minute15_20250401.csv
184,183,0.994565,0.25,0.251366,0.335766,0,183,0,45,46,0,predictions_XAUUSD_Minute15_20250402.csv
184,142,0.771739,0.277174,0.28169,0.392157,44,98,0,29,42,0,predictions_XAUUSD_Minute15_20250403.csv
168,142,0.845238,0.279762,0.295775,0.42,41,101,0,33,38,0,predictions_XAUUSD_Minute15_20250404.csv
16,9,0.5625,0.1875,0.222222,0.285714,9,0,0,2,3,0,predictions_XAUUSD_Minute15_20250406.csv
184,83,0.451087,0.244565,0.204819,0.257576,83,0,0,17,24,0,predictions_XAUUSD_Minute15_20250407.csv
184,137,0.744565,0.271739,0.255474,0.343137,41,96,0,37,32,0,predictions_XAUUSD_Minute15_20250408.csv
184,62,0.336957,0.244565,0.209677,0.265306,34,28,0,17,14,0,predictions_XAUUSD_Minute15_20250409.csv
184,73,0.396739,0.228261,0.205479,0.258621,0,73,0,21,15,0,predictions_XAUUSD_Minute15_20250410.csv
168,103,0.613095,0.22619,0.252427,0.337662,0,103,0,26,26,0,predictions_XAUUSD_Minute15_20250411.csv
16,11,0.6875,0.25,0.181818,0.222222,0,11,0,3,2,0,predictions_XAUUSD_Minute15_20250413.csv
184,164,0.891304,0.277174,0.27439,0.378151,0,164,0,37,45,0,predictions_XAUUSD_Minute15_20250414.csv
184,184,1.0,0.222826,0.222826,0.286713,0,184,0,51,41,0,predictions_XAUUSD_Minute15_20250415.csv
184,170,0.923913,0.184783,0.182353,0.223022,0,170,0,54,31,0,predictions_XAUUSD_Minute15_20250416.csv
168,148,0.880952,0.261905,0.263514,0.357798,0,148,0,35,39,0,predictions_XAUUSD_Minute15_20250417.csv
16,16,1.0,0.125,0.125,0.142857,0,16,0,6,2,0,predictions_XAUUSD_Minute15_20250420.csv
184,172,0.934783,0.168478,0.162791,0.194444,0,172,0,58,28,0,predictions_XAUUSD_Minute15_20250421.csv
184,141,0.766304,0.23913,0.234043,0.305556,0,141,0,38,33,0,predictions_XAUUSD_Minute15_20250422.csv
184,121,0.657609,0.25,0.272727,0.375,0,121,0,27,33,0,predictions_XAUUSD_Minute15_20250423.csv
184,170,0.923913,0.255435,0.264706,0.36,0,170,0,40,45,0,predictions_XAUUSD_Minute15_20250424.csv
168,154,0.916667,0.267857,0.272727,0.375,0,154,0,35,42,0,predictions_XAUUSD_Minute15_20250425.csv
16,16,1.0,0.375,0.375,0.6,0,16,0,2,6,0,predictions_XAUUSD_Minute15_20250427.csv
184,176,0.956522,0.233696,0.227273,0.294118,0,176,0,48,40,0,predictions_XAUUSD_Minute15_20250428.csv
184,184,1.0,0.26087,0.26087,0.352941,0,184,0,44,48,0,predictions_XAUUSD_Minute15_20250429.csv
184,170,0.923913,0.277174,0.270588,0.370968,0,170,0,39,46,0,predictions_XAUUSD_Minute15_20250430.csv
184,166,0.902174,0.26087,0.26506,0.360656,0,166,0,39,44,0,predictions_XAUUSD_Minute15_20250501.csv
168,145,0.863095,0.220238,0.227586,0.294643,0,145,0,39,33,0,predictions_XAUUSD_Minute15_20250502.csv
16,3,0.1875,0.125,0.0,0.0,0,3,0,1,0,0,predictions_XAUUSD_Minute15_20250504.csv
184,184,1.0,0.228261,0.228261,0.295775,0,184,0,50,42,0,predictions_XAUUSD_Minute15_20250505.csv
184,172,0.934783,0.244565,0.244186,0.323077,0,172,0,43,42,0,predictions_XAUUSD_Minute15_20250506.csv
184,184,1.0,0.233696,0.233696,0.304965,0,184,0,49,43,0,predictions_XAUUSD_Minute15_20250507.csv
184,156,0.847826,0.271739,0.294872,0.418182,0,156,0,32,46,0,predictions_XAUUSD_Minute15_20250508.csv
168,168,1.0,0.261905,0.261905,0.354839,0,168,0,40,44,0,predictions_XAUUSD_Minute15_20250509.csv
16,16,1.0,0.3125,0.3125,0.454545,0,16,0,3,5,0,predictions_XAUUSD_Minute15_20250511.csv
184,116,0.630435,0.288043,0.284483,0.39759,0,116,0,25,33,0,predictions_XAUUSD_Minute15_20250512.csv
184,166,0.902174,0.233696,0.246988,0.328,0,166,0,42,41,0,predictions_XAUUSD_Minute15_20250513.csv
184,136,0.73913,0.309783,0.301471,0.431579,6,130,0,24,44,0,predictions_XAUUSD_Minute15_20250514.csv
184,116,0.630435,0.211957,0.25,0.333333,0,116,0,29,29,0,predictions_XAUUSD_Minute15_20250515.csv
168,126,0.75,0.25,0.277778,0.384615,0,126,0,28,35,0,predictions_XAUUSD_Minute15_20250516.csv
16,16,1.0,0.125,0.125,0.142857,0,16,0,6,2,0,predictions_XAUUSD_Minute15_20250518.csv
184,184,1.0,0.255435,0.255435,0.343066,0,184,0,45,47,0,predictions_XAUUSD_Minute15_20250519.csv
184,170,0.923913,0.222826,0.229412,0.29771,0,170,0,46,39,0,predictions_XAUUSD_Minute15_20250520.csv
184,172,0.934783,0.228261,0.22093,0.283582,0,172,0,48,38,0,predictions_XAUUSD_Minute15_20250521.csv
184,146,0.793478,0.271739,0.280822,0.390476,0,146,0,32,41,0,predictions_XAUUSD_Minute15_20250522.csv
168,144,0.857143,0.202381,0.194444,0.241379,0,144,0,43,28,0,predictions_XAUUSD_Minute15_20250523.csv
16,16,1.0,0.3125,0.3125,0.454545,0,16,0,3,5,0,predictions_XAUUSD_Minute15_20250525.csv
164,164,1.0,0.25,0.25,0.333333,0,164,0,41,41,0,predictions_XAUUSD_Minute15_20250526.csv
184,184,1.0,0.255435,0.255435,0.343066,0,184,0,45,47,0,predictions_XAUUSD_Minute15_20250527.csv
184,184,1.0,0.244565,0.244565,0.323741,0,184,0,46,45,0,predictions_XAUUSD_Minute15_20250528.csv
184,178,0.967391,0.211957,0.213483,0.271429,0,178,0,51,38,0,predictions_XAUUSD_Minute15_20250529.csv
168,152,0.904762,0.267857,0.263158,0.357143,0,152,0,36,40,0,predictions_XAUUSD_Minute15_20250530.csv
16,16,1.0,0.1875,0.1875,0.230769,0,16,0,5,3,0,predictions_XAUUSD_Minute15_20250601.csv
184,178,0.967391,0.217391,0.219101,0.280576,0,178,0,50,39,0,predictions_XAUUSD_Minute15_20250602.csv
184,184,1.0,0.228261,0.228261,0.295775,0,184,0,50,42,0,predictions_XAUUSD_Minute15_20250603.csv
184,184,1.0,0.277174,0.277174,0.383459,0,184,0,41,51,0,predictions_XAUUSD_Minute15_20250604.csv
184,148,0.804348,0.255435,0.256757,0.345455,0,148,0,36,38,0,predictions_XAUUSD_Minute15_20250605.csv
168,145,0.863095,0.255952,0.268966,0.367925,0,145,0,33,39,0,predictions_XAUUSD_Minute15_20250606.csv
16,15,0.9375,0.25,0.266667,0.363636,0,15,0,3,4,0,predictions_XAUUSD_Minute15_20250608.csv
184,184,1.0,0.228261,0.228261,0.295775,0,184,0,50,42,0,predictions_XAUUSD_Minute15_20250609.csv
184,184,1.0,0.233696,0.233696,0.304965,0,184,0,49,43,0,predictions_XAUUSD_Minute15_20250610.csv
184,166,0.902174,0.222826,0.23494,0.307087,0,166,0,44,39,0,predictions_XAUUSD_Minute15_20250611.csv
184,166,0.902174,0.233696,0.240964,0.31746,0,166,0,43,40,0,predictions_XAUUSD_Minute15_20250612.csv
168,150,0.892857,0.190476,0.18,0.219512,0,150,0,48,27,0,predictions_XAUUSD_Minute15_20250613.csv
16,16,1.0,0.25,0.25,0.333333,0,16,0,4,4,0,predictions_XAUUSD_Minute15_20250615.csv
184,184,1.0,0.277174,0.277174,0.383459,0,184,0,41,51,0,predictions_XAUUSD_Minute15_20250616.csv
184,172,0.934783,0.228261,0.226744,0.293233,0,172,0,47,39,0,predictions_XAUUSD_Minute15_20250617.csv
184,184,1.0,0.266304,0.266304,0.362963,0,184,0,43,49,0,predictions_XAUUSD_Minute15_20250618.csv
164,164,1.0,0.268293,0.268293,0.366667,0,164,0,38,44,0,predictions_XAUUSD_Minute15_20250619.csv
168,168,1.0,0.267857,0.267857,0.365854,0,168,0,39,45,0,predictions_XAUUSD_Minute15_20250620.csv
16,16,1.0,0.3125,0.3125,0.454545,0,16,0,3,5,0,predictions_XAUUSD_Minute15_20250622.csv
184,184,1.0,0.266304,0.266304,0.362963,0,184,0,43,49,0,predictions_XAUUSD_Minute15_20250623.csv
184,184,1.0,0.266304,0.266304,0.362963,0,184,0,43,49,0,predictions_XAUUSD_Minute15_20250624.csv
184,184,1.0,0.211957,0.211957,0.268966,0,184,0,53,39,0,predictions_XAUUSD_Minute15_20250625.csv
184,184,1.0,0.26087,0.26087,0.352941,0,184,0,44,48,0,predictions_XAUUSD_Minute15_20250626.csv
168,152,0.904762,0.315476,0.309211,0.447619,0,152,0,29,47,0,predictions_XAUUSD_Minute15_20250627.csv
16,16,1.0,0.1875,0.1875,0.230769,0,16,0,5,3,0,predictions_XAUUSD_Minute15_20250629.csv
184,184,1.0,0.206522,0.206522,0.260274,0,184,0,54,38,0,predictions_XAUUSD_Minute15_20250630.csv
184,184,1.0,0.211957,0.211957,0.268966,0,184,0,53,39,0,predictions_XAUUSD_Minute15_20250701.csv
184,184,1.0,0.233696,0.233696,0.304965,0,184,0,49,43,0,predictions_XAUUSD_Minute15_20250702.csv
184,184,1.0,0.244565,0.244565,0.323741,0,184,0,46,45,0,predictions_XAUUSD_Minute15_20250703.csv
136,136,1.0,0.227941,0.227941,0.295238,0,136,0,37,31,0,predictions_XAUUSD_Minute15_20250704.csv
16,16,1.0,0.3125,0.3125,0.454545,0,16,0,3,5,0,predictions_XAUUSD_Minute15_20250706.csv
184,184,1.0,0.228261,0.228261,0.295775,0,184,0,50,42,0,predictions_XAUUSD_Minute15_20250707.csv
184,184,1.0,0.282609,0.282609,0.393939,0,184,0,40,52,0,predictions_XAUUSD_Minute15_20250708.csv
184,184,1.0,0.228261,0.228261,0.295775,0,184,0,50,42,0,predictions_XAUUSD_Minute15_20250709.csv
184,184,1.0,0.217391,0.217391,0.277778,0,184,0,52,40,0,predictions_XAUUSD_Minute15_20250710.csv
168,168,1.0,0.202381,0.202381,0.253731,0,168,0,50,34,0,predictions_XAUUSD_Minute15_20250711.csv
16,16,1.0,0.1875,0.1875,0.230769,0,16,0,5,3,0,predictions_XAUUSD_Minute15_20250713.csv
184,184,1.0,0.233696,0.233696,0.304965,0,184,0,49,43,0,predictions_XAUUSD_Minute15_20250714.csv
184,184,1.0,0.26087,0.26087,0.352941,0,184,0,44,48,0,predictions_XAUUSD_Minute15_20250715.csv
184,168,0.913043,0.244565,0.244048,0.322835,0,168,0,43,41,0,predictions_XAUUSD_Minute15_20250716.csv
184,184,1.0,0.244565,0.244565,0.323741,0,184,0,47,45,0,predictions_XAUUSD_Minute15_20250717.csv
168,168,1.0,0.27381,0.27381,0.377049,0,168,0,38,46,0,predictions_XAUUSD_Minute15_20250718.csv
16,16,1.0,0.25,0.25,0.333333,0,16,0,4,4,0,predictions_XAUUSD_Minute15_20250720.csv
184,184,1.0,0.228261,0.228261,0.295775,0,184,0,50,42,0,predictions_XAUUSD_Minute15_20250721.csv
184,184,1.0,0.217391,0.217391,0.277778,0,184,0,52,40,0,predictions_XAUUSD_Minute15_20250722.csv
184,184,1.0,0.277174,0.277174,0.383459,0,184,0,40,51,0,predictions_XAUUSD_Minute15_20250723.csv
184,184,1.0,0.266304,0.266304,0.362963,0,184,0,43,49,0,predictions_XAUUSD_Minute15_20250724.csv
168,168,1.0,0.261905,0.261905,0.354839,0,168,0,40,44,0,predictions_XAUUSD_Minute15_20250725.csv
16,16,1.0,0.3125,0.3125,0.454545,0,16,0,3,5,0,predictions_XAUUSD_Minute15_20250727.csv
184,184,1.0,0.25,0.25,0.333333,0,184,0,46,46,0,predictions_XAUUSD_Minute15_20250728.csv
184,184,1.0,0.23913,0.23913,0.314286,0,184,0,48,44,0,predictions_XAUUSD_Minute15_20250729.csv
184,184,1.0,0.26087,0.26087,0.352941,0,184,0,44,48,0,predictions_XAUUSD_Minute15_20250730.csv
184,184,1.0,0.228261,0.228261,0.295775,0,184,0,50,42,0,predictions_XAUUSD_Minute15_20250731.csv
168,152,0.904762,0.214286,0.223684,0.288136,0,152,0,42,34,0,predictions_XAUUSD_Minute15_20250801.csv
16,16,1.0,0.3125,0.3125,0.454545,0,16,0,3,5,0,predictions_XAUUSD_Minute15_20250803.csv
184,184,1.0,0.228261,0.228261,0.295775,0,184,0,49,42,0,predictions_XAUUSD_Minute15_20250804.csv
184,184,1.0,0.26087,0.26087,0.352941,0,184,0,44,48,0,predictions_XAUUSD_Minute15_20250805.csv
184,184,1.0,0.288043,0.288043,0.40458,0,184,0,38,53,0,predictions_XAUUSD_Minute15_20250806.csv
184,178,0.967391,0.217391,0.224719,0.289855,0,178,0,49,40,0,predictions_XAUUSD_Minute15_20250807.csv
168,142,0.845238,0.244048,0.253521,0.339623,0,142,0,35,36,0,predictions_XAUUSD_Minute15_20250808.csv
16,16,1.0,0.25,0.25,0.333333,0,16,0,4,4,0,predictions_XAUUSD_Minute15_20250810.csv
184,184,1.0,0.309783,0.309783,0.448819,0,184,0,35,57,0,predictions_XAUUSD_Minute15_20250811.csv
184,174,0.945652,0.25,0.247126,0.328244,0,174,0,44,43,0,predictions_XAUUSD_Minute15_20250812.csv
184,184,1.0,0.25,0.25,0.333333,0,184,0,46,46,0,predictions_XAUUSD_Minute15_20250813.csv
184,178,0.967391,0.277174,0.275281,0.379845,0,178,0,39,49,0,predictions_XAUUSD_Minute15_20250814.csv
168,168,1.0,0.261905,0.261905,0.354839,0,168,0,40,44,0,predictions_XAUUSD_Minute15_20250815.csv
16,16,1.0,0.4375,0.4375,0.777778,0,16,0,1,7,0,predictions_XAUUSD_Minute15_20250817.csv
184,184,1.0,0.26087,0.26087,0.352941,0,184,0,43,48,0,predictions_XAUUSD_Minute15_20250818.csv
184,184,1.0,0.282609,0.282609,0.393939,0,184,0,40,52,0,predictions_XAUUSD_Minute15_20250819.csv
184,184,1.0,0.222826,0.222826,0.286713,0,184,0,51,41,0,predictions_XAUUSD_Minute15_20250820.csv
184,184,1.0,0.26087,0.26087,0.352941,0,184,0,41,48,0,predictions_XAUUSD_Minute15_20250821.csv
168,168,1.0,0.244048,0.244048,0.322835,0,168,0,43,41,0,predictions_XAUUSD_Minute15_20250822.csv
16,16,1.0,0.375,0.375,0.6,0,16,0,2,6,0,predictions_XAUUSD_Minute15_20250824.csv
184,184,1.0,0.271739,0.271739,0.373134,0,184,0,42,50,0,predictions_XAUUSD_Minute15_20250825.csv
184,184,1.0,0.201087,0.201087,0.251701,0,184,0,55,37,0,predictions_XAUUSD_Minute15_20250826.csv
184,184,1.0,0.244565,0.244565,0.323741,0,184,0,47,45,0,predictions_XAUUSD_Minute15_20250827.csv
184,184,1.0,0.228261,0.228261,0.295775,0,184,0,50,42,0,predictions_XAUUSD_Minute15_20250828.csv
168,168,1.0,0.238095,0.238095,0.3125,0,168,0,44,40,0,predictions_XAUUSD_Minute15_20250829.csv
16,16,1.0,0.25,0.25,0.333333,0,16,0,4,4,0,predictions_XAUUSD_Minute15_20250831.csv
164,164,1.0,0.231707,0.231707,0.301587,0,164,0,43,38,0,predictions_XAUUSD_Minute15_20250901.csv
184,160,0.869565,0.233696,0.23125,0.300813,0,160,0,43,37,0,predictions_XAUUSD_Minute15_20250902.csv
184,172,0.934783,0.23913,0.238372,0.312977,0,172,0,44,41,0,predictions_XAUUSD_Minute15_20250903.csv
184,184,1.0,0.244565,0.244565,0.323741,0,184,0,47,45,0,predictions_XAUUSD_Minute15_20250904.csv
168,149,0.886905,0.214286,0.208054,0.262712,0,149,0,44,31,0,predictions_XAUUSD_Minute15_20250905.csv
16,15,0.9375,0.25,0.2,0.25,0,15,0,4,3,0,predictions_XAUUSD_Minute15_20250907.csv
184,184,1.0,0.233696,0.233696,0.304965,0,184,0,49,43,0,predictions_XAUUSD_Minute15_20250908.csv
184,170,0.923913,0.244565,0.241176,0.317829,0,170,0,44,41,0,predictions_XAUUSD_Minute15_20250909.csv
184,184,1.0,0.217391,0.217391,0.277778,0,184,0,51,40,0,predictions_XAUUSD_Minute15_20250910.csv
184,184,1.0,0.255435,0.255435,0.343066,0,184,0,45,47,0,predictions_XAUUSD_Minute15_20250911.csv
168,168,1.0,0.25,0.25,0.333333,0,168,0,42,42,0,predictions_XAUUSD_Minute15_20250912.csv
16,16,1.0,0.375,0.375,0.6,0,16,0,2,6,0,predictions_XAUUSD_Minute15_20250914.csv
184,184,1.0,0.222826,0.222826,0.286713,0,184,0,51,41,0,predictions_XAUUSD_Minute15_20250915.csv
184,184,1.0,0.23913,0.23913,0.314286,0,184,0,47,44,0,predictions_XAUUSD_Minute15_20250916.csv
184,184,1.0,0.271739,0.271739,0.373134,0,184,0,42,50,0,predictions_XAUUSD_Minute15_20250917.csv
184,174,0.945652,0.25,0.247126,0.328244,0,174,0,42,43,0,predictions_XAUUSD_Minute15_20250918.csv
168,168,1.0,0.208333,0.208333,0.263158,0,168,0,49,35,0,predictions_XAUUSD_Minute15_20250919.csv
16,16,1.0,0.25,0.25,0.333333,0,16,0,4,4,0,predictions_XAUUSD_Minute15_20250921.csv
184,184,1.0,0.217391,0.217391,0.277778,0,184,0,52,40,0,predictions_XAUUSD_Minute15_20250922.csv
184,184,1.0,0.211957,0.211957,0.268966,0,184,0,53,39,0,predictions_XAUUSD_Minute15_20250923.csv
184,184,1.0,0.266304,0.266304,0.362963,0,184,0,43,49,0,predictions_XAUUSD_Minute15_20250924.csv
184,172,0.934783,0.23913,0.226744,0.293233,0,172,0,46,39,0,predictions_XAUUSD_Minute15_20250925.csv
168,168,1.0,0.22619,0.22619,0.292308,0,168,0,46,38,0,predictions_XAUUSD_Minute15_20250926.csv
16,16,1.0,0.125,0.125,0.142857,0,16,0,6,2,0,predictions_XAUUSD_Minute15_20250928.csv
184,184,1.0,0.228261,0.228261,0.295775,0,184,0,50,42,0,predictions_XAUUSD_Minute15_20250929.csv
184,184,1.0,0.190217,0.190217,0.234899,0,184,0,57,35,0,predictions_XAUUSD_Minute15_20250930.csv
184,180,0.978261,0.228261,0.227778,0.294964,0,180,0,49,41,0,predictions_XAUUSD_Minute15_20251001.csv
184,184,1.0,0.211957,0.211957,0.268966,0,184,0,52,39,0,predictions_XAUUSD_Minute15_20251002.csv
168,168,1.0,0.238095,0.238095,0.3125,0,168,0,44,40,0,predictions_XAUUSD_Minute15_20251003.csv
16,16,1.0,0.0,0.0,0.0,0,16,0,7,0,0,predictions_XAUUSD_Minute15_20251005.csv
184,184,1.0,0.206522,0.206522,0.260274,0,184,0,53,38,0,predictions_XAUUSD_Minute15_20251006.csv
184,176,0.956522,0.233696,0.238636,0.313433,0,176,0,46,42,0,predictions_XAUUSD_Minute15_20251007.csv
184,184,1.0,0.23913,0.23913,0.314286,0,184,0,48,44,0,predictions_XAUUSD_Minute15_20251008.csv
184,160,0.869565,0.201087,0.20625,0.259843,0,160,0,47,33,0,predictions_XAUUSD_Minute15_20251009.csv
168,159,0.946429,0.238095,0.238994,0.31405,0,159,0,42,38,0,predictions_XAUUSD_Minute15_20251010.csv
