rows_total,accepted_rows,acceptance_rate,accuracy_all_rows,accuracy_on_accepted,pf_estimate_rr1,pred_Long,pred_Short,pred_None,real_Long,real_Short,real_None,source
181,181,1.0,0.298343,0.298343,0.425197,181,0,0,54,36,0,predictions_XAUUSD_Minute15_20200102.csv
176,176,1.0,0.329545,0.329545,0.491525,176,0,0,58,30,0,predictions_XAUUSD_Minute15_20200103.csv
8,8,1.0,0.125,0.125,0.142857,8,0,0,1,3,0,predictions_XAUUSD_Minute15_20200105.csv
184,184,1.0,0.255435,0.255435,0.343066,184,0,0,47,45,0,predictions_XAUUSD_Minute15_20200106.csv
184,184,1.0,0.298913,0.298913,0.426357,184,0,0,55,37,0,predictions_XAUUSD_Minute15_20200107.csv
184,184,1.0,0.228261,0.228261,0.295775,184,0,0,42,50,0,predictions_XAUUSD_Minute15_20200108.csv
184,184,1.0,0.255435,0.255435,0.343066,184,0,0,47,45,0,predictions_XAUUSD_Minute15_20200109.csv
176,176,1.0,0.278409,0.278409,0.385827,176,0,0,49,39,0,predictions_XAUUSD_Minute15_20200110.csv
8,8,1.0,0.125,0.125,0.142857,8,0,0,1,3,0,predictions_XAUUSD_Minute15_20200112.csv
184,184,1.0,0.244565,0.244565,0.323741,184,0,0,45,46,0,predictions_XAUUSD_Minute15_20200113.csv
184,184,1.0,0.293478,0.293478,0.415385,184,0,0,54,38,0,predictions_XAUUSD_Minute15_20200114.csv
184,184,1.0,0.266304,0.266304,0.362963,184,0,0,49,43,0,predictions_XAUUSD_Minute15_20200115.csv
184,184,1.0,0.23913,0.23913,0.314286,184,0,0,44,46,0,predictions_XAUUSD_Minute15_20200116.csv
176,176,1.0,0.284091,0.284091,0.396825,176,0,0,50,38,0,predictions_XAUUSD_Minute15_20200117.csv
8,8,1.0,0.25,0.25,0.333333,8,0,0,2,2,0,predictions_XAUUSD_Minute15_20200119.csv
152,152,1.0,0.276316,0.276316,0.381818,152,0,0,42,32,0,predictions_XAUUSD_Minute15_20200120.csv
184,184,1.0,0.233696,0.233696,0.304965,184,0,0,43,48,0,predictions_XAUUSD_Minute15_20200121.csv
184,184,1.0,0.277174,0.277174,0.383459,184,0,0,51,38,0,predictions_XAUUSD_Minute15_20200122.csv
184,184,1.0,0.26087,0.26087,0.352941,184,0,0,48,44,0,predictions_XAUUSD_Minute15_20200123.csv
176,176,1.0,0.232955,0.232955,0.303704,176,0,0,41,46,0,predictions_XAUUSD_Minute15_20200124.csv
8,8,1.0,0.375,0.375,0.6,8,0,0,3,1,0,predictions_XAUUSD_Minute15_20200126.csv
184,184,1.0,0.255435,0.255435,0.343066,184,0,0,47,45,0,predictions_XAUUSD_Minute15_20200127.csv
184,184,1.0,0.211957,0.211957,0.268966,184,0,0,39,52,0,predictions_XAUUSD_Minute15_20200128.csv
184,184,1.0,0.288043,0.288043,0.40458,184,0,0,53,39,0,predictions_XAUUSD_Minute15_20200129.csv
184,184,1.0,0.23913,0.23913,0.314286,184,0,0,44,48,0,predictions_XAUUSD_Minute15_20200130.csv
176,176,1.0,0.272727,0.272727,0.375,176,0,0,48,40,0,predictions_XAUUSD_Minute15_20200131.csv
8,8,1.0,0.25,0.25,0.333333,8,0,0,2,2,0,predictions_XAUUSD_Minute15_20200202.csv
184,184,1.0,0.23913,0.23913,0.314286,184,0,0,44,48,0,predictions_XAUUSD_Minute15_20200203.csv
184,184,1.0,0.211957,0.211957,0.268966,184,0,0,39,53,0,predictions_XAUUSD_Minute15_20200204.csv
184,184,1.0,0.25,0.25,0.333333,184,0,0,46,46,0,predictions_XAUUSD_Minute15_20200205.csv
184,184,1.0,0.25,0.25,0.333333,184,0,0,46,45,0,predictions_XAUUSD_Minute15_20200206.csv
176,176,1.0,0.255682,0.255682,0.343511,176,0,0,45,42,0,predictions_XAUUSD_Minute15_20200207.csv
8,8,1.0,0.5,0.5,1.0,8,0,0,4,0,0,predictions_XAUUSD_Minute15_20200209.csv
184,184,1.0,0.217391,0.217391,0.277778,184,0,0,40,52,0,predictions_XAUUSD_Minute15_20200210.csv
184,184,1.0,0.228261,0.228261,0.295775,184,0,0,42,50,0,predictions_XAUUSD_Minute15_20200211.csv
184,184,1.0,0.25,0.25,0.333333,184,0,0,46,46,0,predictions_XAUUSD_Minute15_20200212.csv
184,184,1.0,0.266304,0.266304,0.362963,184,0,0,49,43,0,predictions_XAUUSD_Minute15_20200213.csv
176,176,1.0,0.278409,0.278409,0.385827,176,0,0,49,36,0,predictions_XAUUSD_Minute15_20200214.csv
8,8,1.0,0.25,0.25,0.333333,8,0,0,2,2,0,predictions_XAUUSD_Minute15_20200216.csv
152,152,1.0,0.243421,0.243421,0.321739,152,0,0,37,39,0,predictions_XAUUSD_Minute15_20200217.csv
184,184,1.0,0.282609,0.282609,0.393939,184,0,0,52,40,0,predictions_XAUUSD_Minute15_20200218.csv
184,184,1.0,0.266304,0.266304,0.362963,184,0,0,49,43,0,predictions_XAUUSD_Minute15_20200219.csv
184,184,1.0,0.25,0.25,0.333333,184,0,0,46,46,0,predictions_XAUUSD_Minute15_20200220.csv
176,176,1.0,0.306818,0.306818,0.442623,176,0,0,54,34,0,predictions_XAUUSD_Minute15_20200221.csv
8,8,1.0,0.25,0.25,0.333333,8,0,0,2,2,0,predictions_XAUUSD_Minute15_20200223.csv
184,172,0.934783,0.23913,0.244186,0.323077,172,0,0,42,44,0,predictions_XAUUSD_Minute15_20200224.csv
184,174,0.945652,0.266304,0.258621,0.348837,156,18,0,44,43,0,predictions_XAUUSD_Minute15_20200225.csv
184,184,1.0,0.255435,0.255435,0.343066,184,0,0,47,45,0,predictions_XAUUSD_Minute15_20200226.csv
184,172,0.934783,0.26087,0.255814,0.34375,154,18,0,45,41,0,predictions_XAUUSD_Minute15_20200227.csv
176,166,0.943182,0.227273,0.228916,0.296875,152,14,0,35,48,0,predictions_XAUUSD_Minute15_20200228.csv
8,8,1.0,0.25,0.25,0.333333,8,0,0,2,2,0,predictions_XAUUSD_Minute15_20200301.csv
184,172,0.934783,0.282609,0.290698,0.409836,158,14,0,47,39,0,predictions_XAUUSD_Minute15_20200302.csv
184,170,0.923913,0.26087,0.270588,0.370968,164,6,0,43,42,0,predictions_XAUUSD_Minute15_20200303.csv
184,184,1.0,0.266304,0.266304,0.362963,184,0,0,49,43,0,predictions_XAUUSD_Minute15_20200304.csv
184,184,1.0,0.282609,0.282609,0.393939,184,0,0,52,39,0,predictions_XAUUSD_Minute15_20200305.csv
176,166,0.943182,0.25,0.259036,0.349593,146,20,0,47,36,0,predictions_XAUUSD_Minute15_20200306.csv
16,16,1.0,0.3125,0.3125,0.454545,16,0,0,5,3,0,predictions_XAUUSD_Minute15_20200308.csv
184,184,1.0,0.233696,0.233696,0.304965,184,0,0,43,49,0,predictions_XAUUSD_Minute15_20200309.csv
184,166,0.902174,0.266304,0.26506,0.360656,160,6,0,43,40,0,predictions_XAUUSD_Minute15_20200310.csv
184,184,1.0,0.271739,0.271739,0.373134,184,0,0,50,42,0,predictions_XAUUSD_Minute15_20200311.csv
184,166,0.902174,0.271739,0.271084,0.371901,162,4,0,45,38,0,predictions_XAUUSD_Minute15_20200312.csv
168,150,0.892857,0.232143,0.226667,0.293103,150,0,0,34,41,0,predictions_XAUUSD_Minute15_20200313.csv
16,16,1.0,0.25,0.25,0.333333,16,0,0,4,4,0,predictions_XAUUSD_Minute15_20200315.csv
184,174,0.945652,0.23913,0.241379,0.318182,154,20,0,42,45,0,predictions_XAUUSD_Minute15_20200316.csv
184,170,0.923913,0.277174,0.270588,0.370968,158,12,0,46,39,0,predictions_XAUUSD_Minute15_20200317.csv
184,184,1.0,0.201087,0.201087,0.251701,184,0,0,37,55,0,predictions_XAUUSD_Minute15_20200318.csv
184,184,1.0,0.222826,0.222826,0.286713,184,0,0,41,51,0,predictions_XAUUSD_Minute15_20200319.csv
168,168,1.0,0.27381,0.27381,0.377049,168,0,0,46,38,0,predictions_XAUUSD_Minute15_20200320.csv
16,16,1.0,0.25,0.25,0.333333,16,0,0,4,4,0,predictions_XAUUSD_Minute15_20200322.csv
184,184,1.0,0.271739,0.271739,0.373134,184,0,0,50,42,0,predictions_XAUUSD_Minute15_20200323.csv
184,184,1.0,0.255435,0.255435,0.343066,184,0,0,47,45,0,predictions_XAUUSD_Minute15_20200324.csv
182,182,1.0,0.214286,0.214286,0.272727,182,0,0,39,52,0,predictions_XAUUSD_Minute15_20200325.csv
184,184,1.0,0.288043,0.288043,0.40458,184,0,0,53,39,0,predictions_XAUUSD_Minute15_20200326.csv
168,168,1.0,0.267857,0.267857,0.365854,168,0,0,45,39,0,predictions_XAUUSD_Minute15_20200327.csv
16,16,1.0,0.25,0.25,0.333333,16,0,0,4,4,0,predictions_XAUUSD_Minute15_20200329.csv
184,184,1.0,0.228261,0.228261,0.295775,184,0,0,42,50,0,predictions_XAUUSD_Minute15_20200330.csv
184,184,1.0,0.222826,0.222826,0.286713,184,0,0,41,51,0,predictions_XAUUSD_Minute15_20200331.csv
184,184,1.0,0.293478,0.293478,0.415385,184,0,0,54,38,0,predictions_XAUUSD_Minute15_20200401.csv
184,184,1.0,0.277174,0.277174,0.383459,184,0,0,51,41,0,predictions_XAUUSD_Minute15_20200402.csv
168,168,1.0,0.232143,0.232143,0.302326,168,0,0,39,44,0,predictions_XAUUSD_Minute15_20200403.csv
16,16,1.0,0.25,0.25,0.333333,16,0,0,4,4,0,predictions_XAUUSD_Minute15_20200405.csv
184,184,1.0,0.266304,0.266304,0.362963,184,0,0,49,43,0,predictions_XAUUSD_Minute15_20200406.csv
184,184,1.0,0.228261,0.228261,0.295775,184,0,0,42,50,0,predictions_XAUUSD_Minute15_20200407.csv
184,184,1.0,0.266304,0.266304,0.362963,184,0,0,49,43,0,predictions_XAUUSD_Minute15_20200408.csv
168,168,1.0,0.279762,0.279762,0.38843,168,0,0,47,37,0,predictions_XAUUSD_Minute15_20200409.csv
16,16,1.0,0.25,0.25,0.333333,16,0,0,4,4,0,predictions_XAUUSD_Minute15_20200412.csv
184,184,1.0,0.282609,0.282609,0.393939,184,0,0,52,39,0,predictions_XAUUSD_Minute15_20200413.csv
184,184,1.0,0.26087,0.26087,0.352941,184,0,0,48,44,0,predictions_XAUUSD_Minute15_20200414.csv
184,184,1.0,0.255435,0.255435,0.343066,184,0,0,47,45,0,predictions_XAUUSD_Minute15_20200415.csv
184,184,1.0,0.255435,0.255435,0.343066,184,0,0,47,44,0,predictions_XAUUSD_Minute15_20200416.csv
168,168,1.0,0.208333,0.208333,0.263158,168,0,0,35,49,0,predictions_XAUUSD_Minute15_20200417.csv
16,16,1.0,0.125,0.125,0.142857,16,0,0,2,6,0,predictions_XAUUSD_Minute15_20200419.csv
184,184,1.0,0.25,0.25,0.333333,184,0,0,46,45,0,predictions_XAUUSD_Minute15_20200420.csv
184,184,1.0,0.26087,0.26087,0.352941,184,0,0,48,44,0,predictions_XAUUSD_Minute15_20200421.csv
184,184,1.0,0.23913,0.23913,0.314286,184,0,0,44,48,0,predictions_XAUUSD_Minute15_20200422.csv
184,184,1.0,0.271739,0.271739,0.373134,184,0,0,50,42,0,predictions_XAUUSD_Minute15_20200423.csv
168,168,1.0,0.267857,0.267857,0.365854,168,0,0,45,39,0,predictions_XAUUSD_Minute15_20200424.csv
16,16,1.0,0.3125,0.3125,0.454545,16,0,0,5,3,0,predictions_XAUUSD_Minute15_20200426.csv
184,184,1.0,0.228261,0.228261,0.295775,184,0,0,42,50,0,predictions_XAUUSD_Minute15_20200427.csv
184,184,1.0,0.222826,0.222826,0.286713,184,0,0,41,50,0,predictions_XAUUSD_Minute15_20200428.csv
184,184,1.0,0.244565,0.244565,0.323741,184,0,0,45,47,0,predictions_XAUUSD_Minute15_20200429.csv
184,184,1.0,0.23913,0.23913,0.314286,184,0,0,44,47,0,predictions_XAUUSD_Minute15_20200430.csv
168,168,1.0,0.255952,0.255952,0.344,168,0,0,43,41,0,predictions_XAUUSD_Minute15_20200501.csv
16,16,1.0,0.1875,0.1875,0.230769,16,0,0,3,5,0,predictions_XAUUSD_Minute15_20200503.csv
184,184,1.0,0.26087,0.26087,0.352941,184,0,0,48,44,0,predictions_XAUUSD_Minute15_20200504.csv
184,184,1.0,0.255435,0.255435,0.343066,184,0,0,47,45,0,predictions_XAUUSD_Minute15_20200505.csv
184,184,1.0,0.23913,0.23913,0.314286,184,0,0,44,47,0,predictions_XAUUSD_Minute15_20200506.csv
184,184,1.0,0.304348,0.304348,0.4375,184,0,0,56,36,0,predictions_XAUUSD_Minute15_20200507.csv
168,168,1.0,0.22619,0.22619,0.292308,168,0,0,38,46,0,predictions_XAUUSD_Minute15_20200508.csv
16,16,1.0,0.25,0.25,0.333333,16,0,0,4,4,0,predictions_XAUUSD_Minute15_20200510.csv
184,184,1.0,0.228261,0.228261,0.295775,184,0,0,42,49,0,predictions_XAUUSD_Minute15_20200511.csv
184,184,1.0,0.26087,0.26087,0.352941,184,0,0,48,42,0,predictions_XAUUSD_Minute15_20200512.csv
184,184,1.0,0.288043,0.288043,0.40458,184,0,0,53,39,0,predictions_XAUUSD_Minute15_20200513.csv
184,184,1.0,0.282609,0.282609,0.393939,184,0,0,52,40,0,predictions_XAUUSD_Minute15_20200514.csv
168,168,1.0,0.25,0.25,0.333333,168,0,0,42,42,0,predictions_XAUUSD_Minute15_20200515.csv
16,16,1.0,0.4375,0.4375,0.777778,16,0,0,7,1,0,predictions_XAUUSD_Minute15_20200517.csv
184,184,1.0,0.255435,0.255435,0.343066,184,0,0,47,45,0,predictions_XAUUSD_Minute15_20200518.csv
184,184,1.0,0.266304,0.266304,0.362963,184,0,0,49,43,0,predictions_XAUUSD_Minute15_20200519.csv
184,184,1.0,0.26087,0.26087,0.352941,184,0,0,48,44,0,predictions_XAUUSD_Minute15_20200520.csv
184,184,1.0,0.233696,0.233696,0.304965,184,0,0,43,48,0,predictions_XAUUSD_Minute15_20200521.csv
168,168,1.0,0.315476,0.315476,0.46087,168,0,0,53,30,0,predictions_XAUUSD_Minute15_20200522.csv
16,16,1.0,0.125,0.125,0.142857,16,0,0,2,6,0,predictions_XAUUSD_Minute15_20200524.csv
152,152,1.0,0.243421,0.243421,0.321739,152,0,0,37,39,0,predictions_XAUUSD_Minute15_20200525.csv
184,184,1.0,0.233696,0.233696,0.304965,184,0,0,43,49,0,predictions_XAUUSD_Minute15_20200526.csv
184,184,1.0,0.255435,0.255435,0.343066,184,0,0,47,45,0,predictions_XAUUSD_Minute15_20200527.csv
184,184,1.0,0.288043,0.288043,0.40458,184,0,0,53,39,0,predictions_XAUUSD_Minute15_20200528.csv
168,168,1.0,0.27381,0.27381,0.377049,168,0,0,46,37,0,predictions_XAUUSD_Minute15_20200529.csv
16,16,1.0,0.375,0.375,0.6,16,0,0,6,2,0,predictions_XAUUSD_Minute15_20200531.csv
184,184,1.0,0.244565,0.244565,0.323741,184,0,0,45,46,0,predictions_XAUUSD_Minute15_20200601.csv
184,184,1.0,0.23913,0.23913,0.314286,184,0,0,44,46,0,predictions_XAUUSD_Minute15_20200602.csv
184,184,1.0,0.222826,0.222826,0.286713,184,0,0,41,51,0,predictions_XAUUSD_Minute15_20200603.csv
184,184,1.0,0.244565,0.244565,0.323741,184,0,0,45,46,0,predictions_XAUUSD_Minute15_20200604.csv
168,168,1.0,0.202381,0.202381,0.253731,168,0,0,34,50,0,predictions_XAUUSD_Minute15_20200605.csv
16,16,1.0,0.25,0.25,0.333333,16,0,0,4,4,0,predictions_XAUUSD_Minute15_20200607.csv
184,184,1.0,0.288043,0.288043,0.40458,184,0,0,53,39,0,predictions_XAUUSD_Minute15_20200608.csv
184,184,1.0,0.26087,0.26087,0.352941,184,0,0,48,44,0,predictions_XAUUSD_Minute15_20200609.csv
184,184,1.0,0.277174,0.277174,0.383459,184,0,0,51,41,0,predictions_XAUUSD_Minute15_20200610.csv
184,184,1.0,0.222826,0.222826,0.286713,184,0,0,41,51,0,predictions_XAUUSD_Minute15_20200611.csv
168,168,1.0,0.279762,0.279762,0.38843,168,0,0,47,36,0,predictions_XAUUSD_Minute15_20200612.csv
16,16,1.0,0.3125,0.3125,0.454545,16,0,0,5,3,0,predictions_XAUUSD_Minute15_20200614.csv
184,184,1.0,0.222826,0.222826,0.286713,184,0,0,41,51,0,predictions_XAUUSD_Minute15_20200615.csv
184,184,1.0,0.23913,0.23913,0.314286,184,0,0,44,47,0,predictions_XAUUSD_Minute15_20200616.csv
184,184,1.0,0.228261,0.228261,0.295775,184,0,0,42,49,0,predictions_XAUUSD_Minute15_20200617.csv
184,184,1.0,0.26087,0.26087,0.352941,184,0,0,48,44,0,predictions_XAUUSD_Minute15_20200618.csv
168,168,1.0,0.297619,0.297619,0.423729,168,0,0,50,34,0,predictions_XAUUSD_Minute15_20200619.csv
16,16,1.0,0.25,0.25,0.333333,16,0,0,4,4,0,predictions_XAUUSD_Minute15_20200621.csv
184,184,1.0,0.26087,0.26087,0.352941,184,0,0,48,44,0,predictions_XAUUSD_Minute15_20200622.csv
184,184,1.0,0.288043,0.288043,0.40458,184,0,0,53,39,0,predictions_XAUUSD_Minute15_20200623.csv
184,184,1.0,0.23913,0.23913,0.314286,184,0,0,44,47,0,predictions_XAUUSD_Minute15_20200624.csv
184,184,1.0,0.25,0.25,0.333333,184,0,0,46,45,0,predictions_XAUUSD_Minute15_20200625.csv
168,168,1.0,0.27381,0.27381,0.377049,168,0,0,46,38,0,predictions_XAUUSD_Minute15_20200626.csv
16,16,1.0,0.25,0.25,0.333333,16,0,0,4,4,0,predictions_XAUUSD_Minute15_20200628.csv
184,184,1.0,0.271739,0.271739,0.373134,184,0,0,50,42,0,predictions_XAUUSD_Minute15_20200629.csv
184,184,1.0,0.222826,0.222826,0.286713,184,0,0,41,51,0,predictions_XAUUSD_Minute15_20200630.csv
184,184,1.0,0.233696,0.233696,0.304965,184,0,0,43,49,0,predictions_XAUUSD_Minute15_20200701.csv
184,184,1.0,0.266304,0.266304,0.362963,184,0,0,49,42,0,predictions_XAUUSD_Minute15_20200702.csv
136,136,1.0,0.257353,0.257353,0.346535,136,0,0,35,32,0,predictions_XAUUSD_Minute15_20200703.csv
16,16,1.0,0.3125,0.3125,0.454545,16,0,0,5,3,0,predictions_XAUUSD_Minute15_20200705.csv
184,184,1.0,0.271739,0.271739,0.373134,184,0,0,50,42,0,predictions_XAUUSD_Minute15_20200706.csv
184,184,1.0,0.271739,0.271739,0.373134,184,0,0,50,41,0,predictions_XAUUSD_Minute15_20200707.csv
184,184,1.0,0.282609,0.282609,0.393939,184,0,0,52,40,0,predictions_XAUUSD_Minute15_20200708.csv
184,184,1.0,0.282609,0.282609,0.393939,184,0,0,52,40,0,predictions_XAUUSD_Minute15_20200709.csv
168,168,1.0,0.244048,0.244048,0.322835,168,0,0,41,43,0,predictions_XAUUSD_Minute15_20200710.csv
16,16,1.0,0.3125,0.3125,0.454545,16,0,0,5,3,0,predictions_XAUUSD_Minute15_20200712.csv
184,184,1.0,0.255435,0.255435,0.343066,184,0,0,47,45,0,predictions_XAUUSD_Minute15_20200713.csv
184,184,1.0,0.255435,0.255435,0.343066,184,0,0,47,45,0,predictions_XAUUSD_Minute15_20200714.csv
184,184,1.0,0.255435,0.255435,0.343066,184,0,0,47,45,0,predictions_XAUUSD_Minute15_20200715.csv
184,184,1.0,0.228261,0.228261,0.295775,184,0,0,42,50,0,predictions_XAUUSD_Minute15_20200716.csv
168,168,1.0,0.291667,0.291667,0.411765,168,0,0,49,35,0,predictions_XAUUSD_Minute15_20200717.csv
16,16,1.0,0.25,0.25,0.333333,16,0,0,4,4,0,predictions_XAUUSD_Minute15_20200719.csv
184,184,1.0,0.277174,0.277174,0.383459,184,0,0,51,41,0,predictions_XAUUSD_Minute15_20200720.csv
184,184,1.0,0.293478,0.293478,0.415385,184,0,0,54,38,0,predictions_XAUUSD_Minute15_20200721.csv
184,184,1.0,0.288043,0.288043,0.40458,184,0,0,53,39,0,predictions_XAUUSD_Minute15_20200722.csv
184,184,1.0,0.282609,0.282609,0.393939,184,0,0,52,40,0,predictions_XAUUSD_Minute15_20200723.csv
168,168,1.0,0.244048,0.244048,0.322835,168,0,0,41,43,0,predictions_XAUUSD_Minute15_20200724.csv
16,16,1.0,0.3125,0.3125,0.454545,16,0,0,5,3,0,predictions_XAUUSD_Minute15_20200726.csv
184,184,1.0,0.271739,0.271739,0.373134,184,0,0,50,42,0,predictions_XAUUSD_Minute15_20200727.csv
184,184,1.0,0.266304,0.266304,0.362963,184,0,0,49,43,0,predictions_XAUUSD_Minute15_20200728.csv
184,184,1.0,0.25,0.25,0.333333,184,0,0,46,46,0,predictions_XAUUSD_Minute15_20200729.csv
184,184,1.0,0.228261,0.228261,0.295775,184,0,0,42,50,0,predictions_XAUUSD_Minute15_20200730.csv
168,168,1.0,0.255952,0.255952,0.344,168,0,0,43,41,0,predictions_XAUUSD_Minute15_20200731.csv
16,16,1.0,0.3125,0.3125,0.454545,16,0,0,5,3,0,predictions_XAUUSD_Minute15_20200802.csv
184,184,1.0,0.266304,0.266304,0.362963,184,0,0,49,43,0,predictions_XAUUSD_Minute15_20200803.csv
184,184,1.0,0.293478,0.293478,0.415385,184,0,0,54,38,0,predictions_XAUUSD_Minute15_20200804.csv
184,184,1.0,0.288043,0.288043,0.40458,184,0,0,53,38,0,predictions_XAUUSD_Minute15_20200805.csv
184,184,1.0,0.282609,0.282609,0.393939,184,0,0,52,40,0,predictions_XAUUSD_Minute15_20200806.csv
168,156,0.928571,0.220238,0.230769,0.3,156,0,0,36,42,0,predictions_XAUUSD_Minute15_20200807.csv
16,16,1.0,0.125,0.125,0.142857,16,0,0,2,6,0,predictions_XAUUSD_Minute15_20200809.csv
184,184,1.0,0.255435,0.255435,0.343066,184,0,0,47,45,0,predictions_XAUUSD_Minute15_20200810.csv
184,168,0.913043,0.211957,0.214286,0.272727,168,0,0,36,48,0,predictions_XAUUSD_Minute15_20200811.csv
184,184,1.0,0.271739,0.271739,0.373134,184,0,0,50,42,0,predictions_XAUUSD_Minute15_20200812.csv
184,184,1.0,0.282609,0.282609,0.393939,184,0,0,52,40,0,predictions_XAUUSD_Minute15_20200813.csv
168,168,1.0,0.220238,0.220238,0.282443,168,0,0,37,47,0,predictions_XAUUSD_Minute15_20200814.csv
16,16,1.0,0.3125,0.3125,0.454545,16,0,0,5,3,0,predictions_XAUUSD_Minute15_20200816.csv
184,184,1.0,0.309783,0.309783,0.448819,184,0,0,57,35,0,predictions_XAUUSD_Minute15_20200817.csv
184,184,1.0,0.282609,0.282609,0.393939,184,0,0,52,39,0,predictions_XAUUSD_Minute15_20200818.csv
184,184,1.0,0.233696,0.233696,0.304965,184,0,0,43,49,0,predictions_XAUUSD_Minute15_20200819.csv
184,184,1.0,0.255435,0.255435,0.343066,184,0,0,47,45,0,predictions_XAUUSD_Minute15_20200820.csv
168,168,1.0,0.238095,0.238095,0.3125,168,0,0,40,44,0,predictions_XAUUSD_Minute15_20200821.csv
16,16,1.0,0.25,0.25,0.333333,16,0,0,4,4,0,predictions_XAUUSD_Minute15_20200823.csv
184,184,1.0,0.25,0.25,0.333333,184,0,0,46,46,0,predictions_XAUUSD_Minute15_20200824.csv
184,184,1.0,0.271739,0.271739,0.373134,184,0,0,50,42,0,predictions_XAUUSD_Minute15_20200825.csv
184,184,1.0,0.244565,0.244565,0.323741,184,0,0,45,47,0,predictions_XAUUSD_Minute15_20200826.csv
184,164,0.891304,0.201087,0.213415,0.271318,164,0,0,35,47,0,predictions_XAUUSD_Minute15_20200827.csv
168,168,1.0,0.297619,0.297619,0.423729,168,0,0,50,34,0,predictions_XAUUSD_Minute15_20200828.csv
16,16,1.0,0.25,0.25,0.333333,16,0,0,4,4,0,predictions_XAUUSD_Minute15_20200830.csv
184,184,1.0,0.266304,0.266304,0.362963,184,0,0,49,42,0,predictions_XAUUSD_Minute15_20200831.csv
184,184,1.0,0.25,0.25,0.333333,184,0,0,46,46,0,predictions_XAUUSD_Minute15_20200901.csv
184,184,1.0,0.266304,0.266304,0.362963,184,0,0,49,43,0,predictions_XAUUSD_Minute15_20200902.csv
184,184,1.0,0.26087,0.26087,0.352941,184,0,0,48,44,0,predictions_XAUUSD_Minute15_20200903.csv
168,164,0.97619,0.261905,0.256098,0.344262,164,0,0,42,40,0,predictions_XAUUSD_Minute15_20200904.csv
16,16,1.0,0.125,0.125,0.142857,16,0,0,2,6,0,predictions_XAUUSD_Minute15_20200906.csv
152,152,1.0,0.230263,0.230263,0.299145,152,0,0,35,41,0,predictions_XAUUSD_Minute15_20200907.csv
184,184,1.0,0.25,0.25,0.333333,184,0,0,46,46,0,predictions_XAUUSD_Minute15_20200908.csv
184,184,1.0,0.228261,0.228261,0.295775,184,0,0,42,48,0,predictions_XAUUSD_Minute15_20200909.csv
184,184,1.0,0.288043,0.288043,0.40458,184,0,0,53,39,0,predictions_XAUUSD_Minute15_20200910.csv
168,168,1.0,0.220238,0.220238,0.282443,168,0,0,37,47,0,predictions_XAUUSD_Minute15_20200911.csv
16,16,1.0,0.3125,0.3125,0.454545,16,0,0,5,3,0,predictions_XAUUSD_Minute15_20200913.csv
184,184,1.0,0.282609,0.282609,0.393939,184,0,0,52,39,0,predictions_XAUUSD_Minute15_20200914.csv
184,184,1.0,0.293478,0.293478,0.415385,184,0,0,54,38,0,predictions_XAUUSD_Minute15_20200915.csv
184,184,1.0,0.277174,0.277174,0.383459,184,0,0,51,39,0,predictions_XAUUSD_Minute15_20200916.csv
184,184,1.0,0.233696,0.233696,0.304965,184,0,0,43,49,0,predictions_XAUUSD_Minute15_20200917.csv
168,168,1.0,0.267857,0.267857,0.365854,168,0,0,45,39,0,predictions_XAUUSD_Minute15_20200918.csv
16,16,1.0,0.3125,0.3125,0.454545,16,0,0,5,3,0,predictions_XAUUSD_Minute15_20200920.csv
184,168,0.913043,0.25,0.244048,0.322835,168,0,0,41,43,0,predictions_XAUUSD_Minute15_20200921.csv
184,184,1.0,0.23913,0.23913,0.314286,184,0,0,44,48,0,predictions_XAUUSD_Minute15_20200922.csv
184,184,1.0,0.222826,0.222826,0.286713,184,0,0,41,51,0,predictions_XAUUSD_Minute15_20200923.csv
184,184,1.0,0.266304,0.266304,0.362963,184,0,0,49,43,0,predictions_XAUUSD_Minute15_20200924.csv
168,168,1.0,0.291667,0.291667,0.411765,168,0,0,49,35,0,predictions_XAUUSD_Minute15_20200925.csv
16,16,1.0,0.25,0.25,0.333333,16,0,0,4,4,0,predictions_XAUUSD_Minute15_20200927.csv
184,184,1.0,0.26087,0.26087,0.352941,184,0,0,48,43,0,predictions_XAUUSD_Minute15_20200928.csv
184,184,1.0,0.244565,0.244565,0.323741,184,0,0,45,47,0,predictions_XAUUSD_Minute15_20200929.csv
184,184,1.0,0.233696,0.233696,0.304965,184,0,0,43,49,0,predictions_XAUUSD_Minute15_20200930.csv
184,184,1.0,0.23913,0.23913,0.314286,184,0,0,44,48,0,predictions_XAUUSD_Minute15_20201001.csv
168,168,1.0,0.22619,0.22619,0.292308,168,0,0,38,46,0,predictions_XAUUSD_Minute15_20201002.csv
16,16,1.0,0.25,0.25,0.333333,16,0,0,4,4,0,predictions_XAUUSD_Minute15_20201004.csv
184,184,1.0,0.255435,0.255435,0.343066,184,0,0,47,45,0,predictions_XAUUSD_Minute15_20201005.csv
184,184,1.0,0.233696,0.233696,0.304965,184,0,0,43,49,0,predictions_XAUUSD_Minute15_20201006.csv
184,184,1.0,0.282609,0.282609,0.393939,184,0,0,52,40,0,predictions_XAUUSD_Minute15_20201007.csv
184,184,1.0,0.244565,0.244565,0.323741,184,0,0,45,46,0,predictions_XAUUSD_Minute15_20201008.csv
168,168,1.0,0.315476,0.315476,0.46087,168,0,0,53,31,0,predictions_XAUUSD_Minute15_20201009.csv
